Drug,SOC_ABBREV,event_count,total_drug_reports,total_event_report,total_reports
Betula,Nerv,6,62,369711,2398539
Betula,Renal,2,62,54496,2398539
Betula,Resp,12,62,144266,2398539
Betula,Skin,10,62,342793,2398539
Betula,Vasc,3,62,78716,2398539
Bevacizumab,Blood,73,2286,71008,2398539
Bevacizumab,Card,49,2286,85175,2398539
Bevacizumab,Cong,2,2286,13078,2398539
Bevacizumab,Ear,12,2286,19592,2398539
Bevacizumab,Endo,2,2286,8562,2398539
Bevacizumab,Eye,156,2286,75573,2398539
Bevacizumab,Gastr,454,2286,384857,2398539
Bevacizumab,Hepat,33,2286,39495,2398539
Bevacizumab,Immun,21,2286,44496,2398539
Bevacizumab,Infec,170,2286,119417,2398539
Bevacizumab,Metab,54,2286,66918,2398539
Bevacizumab,Musc,178,2286,127857,2398539
Bevacizumab,Neopl,112,2286,30949,2398539
Bevacizumab,Nerv,303,2286,369711,2398539
Bevacizumab,Preg,3,2286,20629,2398539
Bevacizumab,Prod,4,2286,20547,2398539
Bevacizumab,Psych,73,2286,234508,2398539
Bevacizumab,Renal,76,2286,54496,2398539
Bevacizumab,Repro,24,2286,45896,2398539
Bevacizumab,Resp,227,2286,144266,2398539
Bevacizumab,Skin,125,2286,342793,2398539
Bevacizumab,Vasc,135,2286,78716,2398539
Bexarotene,Blood,4,26,71008,2398539
Bexarotene,Card,1,26,85175,2398539
Bexarotene,Gastr,2,26,384857,2398539
Bexarotene,Infec,2,26,119417,2398539
Bexarotene,Metab,4,26,66918,2398539
Bexarotene,Musc,1,26,127857,2398539
Bexarotene,Neopl,1,26,30949,2398539
Bexarotene,Psych,1,26,234508,2398539
Bexarotene,Renal,1,26,54496,2398539
Bexarotene,Resp,2,26,144266,2398539
Bexarotene,Skin,7,26,342793,2398539
Bezafibrate,Blood,27,1338,71008,2398539
Bezafibrate,Card,28,1338,85175,2398539
Bezafibrate,Cong,4,1338,13078,2398539
Bezafibrate,Ear,6,1338,19592,2398539
Bezafibrate,Endo,3,1338,8562,2398539
Bezafibrate,Eye,35,1338,75573,2398539
Bezafibrate,Gastr,210,1338,384857,2398539
Bezafibrate,Hepat,22,1338,39495,2398539
Bezafibrate,Immun,4,1338,44496,2398539
Bezafibrate,Infec,14,1338,119417,2398539
Bezafibrate,Metab,30,1338,66918,2398539
Bezafibrate,Musc,300,1338,127857,2398539
Bezafibrate,Neopl,10,1338,30949,2398539
Bezafibrate,Nerv,176,1338,369711,2398539
Bezafibrate,Preg,3,1338,20629,2398539
Bezafibrate,Psych,82,1338,234508,2398539
Bezafibrate,Renal,37,1338,54496,2398539
Bezafibrate,Repro,57,1338,45896,2398539
Bezafibrate,Resp,39,1338,144266,2398539
Bezafibrate,Skin,227,1338,342793,2398539
Bezafibrate,Vasc,24,1338,78716,2398539
Bicalutamide,Blood,16,634,71008,2398539
Bicalutamide,Card,78,634,85175,2398539
Bicalutamide,Cong,1,634,13078,2398539
Bicalutamide,Ear,8,634,19592,2398539
Bicalutamide,Endo,3,634,8562,2398539
Bicalutamide,Eye,15,634,75573,2398539
Bicalutamide,Gastr,50,634,384857,2398539
Bicalutamide,Hepat,38,634,39495,2398539
Bicalutamide,Immun,6,634,44496,2398539
Bicalutamide,Infec,9,634,119417,2398539
Bicalutamide,Metab,16,634,66918,2398539
Bicalutamide,Musc,39,634,127857,2398539
Bicalutamide,Neopl,14,634,30949,2398539
Bicalutamide,Nerv,69,634,369711,2398539
Bicalutamide,Prod,1,634,20547,2398539
Bicalutamide,Psych,34,634,234508,2398539
Bicalutamide,Renal,22,634,54496,2398539
Bicalutamide,Repro,58,634,45896,2398539
Bicalutamide,Resp,64,634,144266,2398539
Bicalutamide,Skin,71,634,342793,2398539
Bicalutamide,Vasc,22,634,78716,2398539
Bictegravir,Blood,1,238,71008,2398539
Bictegravir,Card,10,238,85175,2398539
Bictegravir,Cong,1,238,13078,2398539
Bictegravir,Ear,2,238,19592,2398539
Bictegravir,Endo,2,238,8562,2398539
Bictegravir,Eye,1,238,75573,2398539
Bictegravir,Gastr,25,238,384857,2398539
Bictegravir,Hepat,3,238,39495,2398539
Bictegravir,Immun,2,238,44496,2398539
Bictegravir,Infec,16,238,119417,2398539
Bictegravir,Metab,6,238,66918,2398539
Bictegravir,Musc,40,238,127857,2398539
Bictegravir,Neopl,1,238,30949,2398539
Bictegravir,Nerv,31,238,369711,2398539
Bictegravir,Psych,34,238,234508,2398539
Bictegravir,Renal,15,238,54496,2398539
Bictegravir,Repro,3,238,45896,2398539
Bictegravir,Resp,11,238,144266,2398539
Bictegravir,Skin,31,238,342793,2398539
Bictegravir,Vasc,3,238,78716,2398539
Bifonazole,Immun,1,41,44496,2398539
Bifonazole,Infec,2,41,119417,2398539
Bifonazole,Metab,1,41,66918,2398539
Bifonazole,Musc,2,41,127857,2398539
Bifonazole,Preg,1,41,20629,2398539
Bifonazole,Psych,1,41,234508,2398539
Bifonazole,Repro,1,41,45896,2398539
Bifonazole,Resp,1,41,144266,2398539
Bifonazole,Skin,29,41,342793,2398539
Bifonazole,Vasc,2,41,78716,2398539
Bilastine,Eye,1,4,75573,2398539
Bilastine,Gastr,1,4,384857,2398539
Bilastine,Nerv,2,4,369711,2398539
Bimatoprost,Blood,1,877,71008,2398539
Bimatoprost,Card,25,877,85175,2398539
Bimatoprost,Ear,8,877,19592,2398539
Bimatoprost,Eye,417,877,75573,2398539
Bimatoprost,Gastr,42,877,384857,2398539
Bimatoprost,Hepat,1,877,39495,2398539
Bimatoprost,Immun,11,877,44496,2398539
Bimatoprost,Infec,9,877,119417,2398539
Bimatoprost,Metab,10,877,66918,2398539
Bimatoprost,Musc,28,877,127857,2398539
Bimatoprost,Neopl,4,877,30949,2398539
Bimatoprost,Nerv,88,877,369711,2398539
Bimatoprost,Prod,19,877,20547,2398539
Bimatoprost,Psych,51,877,234508,2398539
Bimatoprost,Renal,6,877,54496,2398539
Bimatoprost,Repro,9,877,45896,2398539
Bimatoprost,Resp,59,877,144266,2398539
Bimatoprost,Skin,76,877,342793,2398539
Bimatoprost,Vasc,13,877,78716,2398539
Bimekizumab,Ear,2,220,19592,2398539
Bimekizumab,Eye,13,220,75573,2398539
Bimekizumab,Gastr,37,220,384857,2398539
Bimekizumab,Hepat,1,220,39495,2398539
Bimekizumab,Immun,3,220,44496,2398539
Bimekizumab,Infec,77,220,119417,2398539
Bimekizumab,Metab,3,220,66918,2398539
Bimekizumab,Musc,9,220,127857,2398539
Bimekizumab,Nerv,17,220,369711,2398539
Bimekizumab,Prod,3,220,20547,2398539
Bimekizumab,Psych,2,220,234508,2398539
Bimekizumab,Resp,7,220,144266,2398539
Bimekizumab,Skin,46,220,342793,2398539
Binimetinib,Blood,2,168,71008,2398539
Binimetinib,Card,3,168,85175,2398539
Binimetinib,Eye,26,168,75573,2398539
Binimetinib,Gastr,51,168,384857,2398539
Binimetinib,Hepat,8,168,39495,2398539
Binimetinib,Infec,12,168,119417,2398539
Binimetinib,Metab,5,168,66918,2398539
Binimetinib,Musc,15,168,127857,2398539
Binimetinib,Neopl,2,168,30949,2398539
Binimetinib,Nerv,6,168,369711,2398539
Binimetinib,Psych,3,168,234508,2398539
Binimetinib,Renal,6,168,54496,2398539
Binimetinib,Repro,1,168,45896,2398539
Binimetinib,Resp,5,168,144266,2398539
Binimetinib,Skin,20,168,342793,2398539
Binimetinib,Vasc,3,168,78716,2398539
Biotin,Blood,3,505,71008,2398539
Biotin,Card,19,505,85175,2398539
Biotin,Cong,1,505,13078,2398539
Biotin,Ear,2,505,19592,2398539
Biotin,Endo,3,505,8562,2398539
Biotin,Eye,8,505,75573,2398539
Biotin,Gastr,160,505,384857,2398539
Biotin,Hepat,18,505,39495,2398539
Biotin,Immun,13,505,44496,2398539
Biotin,Infec,28,505,119417,2398539
Biotin,Metab,21,505,66918,2398539
Biotin,Musc,24,505,127857,2398539
Biotin,Neopl,2,505,30949,2398539
Biotin,Nerv,56,505,369711,2398539
Biotin,Preg,13,505,20629,2398539
Biotin,Prod,4,505,20547,2398539
Biotin,Psych,25,505,234508,2398539
Biotin,Renal,13,505,54496,2398539
Biotin,Repro,14,505,45896,2398539
Biotin,Resp,28,505,144266,2398539
Biotin,Skin,40,505,342793,2398539
Biotin,Vasc,10,505,78716,2398539
Biperiden,Card,5,18,85175,2398539
Biperiden,Gastr,1,18,384857,2398539
Biperiden,Nerv,8,18,369711,2398539
Biperiden,Psych,3,18,234508,2398539
Biperiden,Resp,1,18,144266,2398539
Bisacodyl,Blood,3,906,71008,2398539
Bisacodyl,Card,11,906,85175,2398539
Bisacodyl,Cong,2,906,13078,2398539
Bisacodyl,Ear,4,906,19592,2398539
Bisacodyl,Eye,10,906,75573,2398539
Bisacodyl,Gastr,452,906,384857,2398539
Bisacodyl,Hepat,2,906,39495,2398539
Bisacodyl,Immun,9,906,44496,2398539
Bisacodyl,Infec,6,906,119417,2398539
Bisacodyl,Metab,23,906,66918,2398539
Bisacodyl,Musc,51,906,127857,2398539
Bisacodyl,Neopl,1,906,30949,2398539
Bisacodyl,Nerv,144,906,369711,2398539
Bisacodyl,Preg,2,906,20629,2398539
Bisacodyl,Prod,5,906,20547,2398539
Bisacodyl,Psych,37,906,234508,2398539
Bisacodyl,Renal,10,906,54496,2398539
Bisacodyl,Repro,5,906,45896,2398539
Bisacodyl,Resp,23,906,144266,2398539
Bisacodyl,Skin,85,906,342793,2398539
Bisacodyl,Vasc,21,906,78716,2398539
Bismuth,Blood,6,605,71008,2398539
Bismuth,Card,6,605,85175,2398539
Bismuth,Ear,5,605,19592,2398539
Bismuth,Eye,19,605,75573,2398539
Bismuth,Gastr,163,605,384857,2398539
Bismuth,Hepat,3,605,39495,2398539
Bismuth,Immun,10,605,44496,2398539
Bismuth,Infec,27,605,119417,2398539
Bismuth,Metab,16,605,66918,2398539
Bismuth,Musc,17,605,127857,2398539
Bismuth,Nerv,87,605,369711,2398539
Bismuth,Prod,5,605,20547,2398539
Bismuth,Psych,34,605,234508,2398539
Bismuth,Renal,12,605,54496,2398539
Bismuth,Repro,10,605,45896,2398539
Bismuth,Resp,19,605,144266,2398539
Bismuth,Skin,157,605,342793,2398539
Bismuth,Vasc,9,605,78716,2398539
Bisoprolol,Blood,21,6151,71008,2398539
Bisoprolol,Card,758,6151,85175,2398539
Bisoprolol,Cong,6,6151,13078,2398539
Bisoprolol,Ear,71,6151,19592,2398539
Bisoprolol,Endo,9,6151,8562,2398539
Bisoprolol,Eye,187,6151,75573,2398539
Bisoprolol,Gastr,680,6151,384857,2398539
Bisoprolol,Hepat,28,6151,39495,2398539
Bisoprolol,Immun,43,6151,44496,2398539
Bisoprolol,Infec,116,6151,119417,2398539
Bisoprolol,Metab,175,6151,66918,2398539
Bisoprolol,Musc,341,6151,127857,2398539
Bisoprolol,Neopl,24,6151,30949,2398539
Bisoprolol,Nerv,1104,6151,369711,2398539
Bisoprolol,Preg,25,6151,20629,2398539
Bisoprolol,Prod,66,6151,20547,2398539
Bisoprolol,Psych,590,6151,234508,2398539
Bisoprolol,Renal,152,6151,54496,2398539
Bisoprolol,Repro,69,6151,45896,2398539
Bisoprolol,Resp,564,6151,144266,2398539
Bisoprolol,Skin,702,6151,342793,2398539
Bisoprolol,Vasc,420,6151,78716,2398539
Bivalirudin,Card,11,56,85175,2398539
Bivalirudin,Eye,1,56,75573,2398539
Bivalirudin,Gastr,4,56,384857,2398539
Bivalirudin,Immun,2,56,44496,2398539
Bivalirudin,Nerv,9,56,369711,2398539
Bivalirudin,Prod,13,56,20547,2398539
Bivalirudin,Psych,2,56,234508,2398539
Bivalirudin,Resp,1,56,144266,2398539
Bivalirudin,Skin,4,56,342793,2398539
Bivalirudin,Vasc,9,56,78716,2398539
Black Rubber Mixture,Skin,1,1,342793,2398539
Bleomycin,Blood,59,638,71008,2398539
Bleomycin,Card,29,638,85175,2398539
Bleomycin,Cong,1,638,13078,2398539
Bleomycin,Ear,2,638,19592,2398539
Bleomycin,Endo,2,638,8562,2398539
Bleomycin,Eye,9,638,75573,2398539
Bleomycin,Gastr,52,638,384857,2398539
Bleomycin,Hepat,3,638,39495,2398539
Bleomycin,Immun,3,638,44496,2398539
Bleomycin,Infec,66,638,119417,2398539
Bleomycin,Metab,9,638,66918,2398539
Bleomycin,Musc,17,638,127857,2398539
Bleomycin,Neopl,48,638,30949,2398539
Bleomycin,Nerv,63,638,369711,2398539
Bleomycin,Preg,4,638,20629,2398539
Bleomycin,Prod,1,638,20547,2398539
Bleomycin,Psych,6,638,234508,2398539
Bleomycin,Renal,13,638,54496,2398539
Bleomycin,Repro,2,638,45896,2398539
Bleomycin,Resp,157,638,144266,2398539
Bleomycin,Skin,51,638,342793,2398539
Bleomycin,Vasc,41,638,78716,2398539
Blinatumomab,Blood,3,85,71008,2398539
Blinatumomab,Cong,2,85,13078,2398539
Blinatumomab,Gastr,2,85,384857,2398539
Blinatumomab,Hepat,1,85,39495,2398539
Blinatumomab,Immun,13,85,44496,2398539
Blinatumomab,Infec,6,85,119417,2398539
Blinatumomab,Metab,1,85,66918,2398539
Blinatumomab,Musc,6,85,127857,2398539
Blinatumomab,Neopl,10,85,30949,2398539
Blinatumomab,Nerv,22,85,369711,2398539
Blinatumomab,Psych,9,85,234508,2398539
Blinatumomab,Renal,2,85,54496,2398539
Blinatumomab,Resp,4,85,144266,2398539
Blinatumomab,Skin,1,85,342793,2398539
Blinatumomab,Vasc,3,85,78716,2398539
Boceprevir,Blood,17,107,71008,2398539
Boceprevir,Card,6,107,85175,2398539
Boceprevir,Ear,2,107,19592,2398539
Boceprevir,Endo,1,107,8562,2398539
Boceprevir,Eye,2,107,75573,2398539
Boceprevir,Gastr,14,107,384857,2398539
Boceprevir,Hepat,2,107,39495,2398539
Boceprevir,Infec,20,107,119417,2398539
Boceprevir,Metab,3,107,66918,2398539
Boceprevir,Nerv,4,107,369711,2398539
Boceprevir,Psych,5,107,234508,2398539
Boceprevir,Renal,3,107,54496,2398539
Boceprevir,Resp,3,107,144266,2398539
Boceprevir,Skin,23,107,342793,2398539
Boceprevir,Vasc,2,107,78716,2398539
Bonemeal,Metab,1,1,66918,2398539
Borago,Card,3,30,85175,2398539
Borago,Eye,1,30,75573,2398539
Borago,Gastr,9,30,384857,2398539
Borago,Immun,1,30,44496,2398539
Borago,Musc,2,30,127857,2398539
Borago,Nerv,7,30,369711,2398539
Borago,Psych,4,30,234508,2398539
Borago,Repro,1,30,45896,2398539
Borago,Resp,1,30,144266,2398539
Borago,Skin,1,30,342793,2398539
Borax,Ear,1,40,19592,2398539
Borax,Endo,1,40,8562,2398539
Borax,Eye,14,40,75573,2398539
Borax,Gastr,7,40,384857,2398539
Borax,Immun,1,40,44496,2398539
Borax,Infec,1,40,119417,2398539
Borax,Metab,4,40,66918,2398539
Borax,Musc,2,40,127857,2398539
Borax,Nerv,4,40,369711,2398539
Borax,Psych,1,40,234508,2398539
Borax,Renal,1,40,54496,2398539
Borax,Skin,2,40,342793,2398539
Borax,Vasc,1,40,78716,2398539
Boric Acid,Eye,14,32,75573,2398539
Boric Acid,Gastr,9,32,384857,2398539
Boric Acid,Immun,1,32,44496,2398539
Boric Acid,Nerv,4,32,369711,2398539
Boric Acid,Resp,1,32,144266,2398539
Boric Acid,Skin,2,32,342793,2398539
Boric Acid,Vasc,1,32,78716,2398539
Borneol,Eye,1,9,75573,2398539
Borneol,Immun,1,9,44496,2398539
Borneol,Skin,7,9,342793,2398539
Bortezomib,Blood,172,2799,71008,2398539
Bortezomib,Card,154,2799,85175,2398539
Bortezomib,Cong,1,2799,13078,2398539
Bortezomib,Ear,16,2799,19592,2398539
Bortezomib,Endo,16,2799,8562,2398539
Bortezomib,Eye,43,2799,75573,2398539
Bortezomib,Gastr,303,2799,384857,2398539
Bortezomib,Hepat,15,2799,39495,2398539
Bortezomib,Immun,8,2799,44496,2398539
Bortezomib,Infec,338,2799,119417,2398539
Bortezomib,Metab,107,2799,66918,2398539
Bortezomib,Musc,123,2799,127857,2398539
Bortezomib,Neopl,188,2799,30949,2398539
Bortezomib,Nerv,695,2799,369711,2398539
Bortezomib,Prod,4,2799,20547,2398539
Bortezomib,Psych,145,2799,234508,2398539
Bortezomib,Renal,114,2799,54496,2398539
Bortezomib,Repro,3,2799,45896,2398539
Bortezomib,Resp,139,2799,144266,2398539
Bortezomib,Skin,82,2799,342793,2398539
Bortezomib,Vasc,133,2799,78716,2398539
Bosentan,Blood,10,201,71008,2398539
Bosentan,Card,18,201,85175,2398539
Bosentan,Cong,1,201,13078,2398539
Bosentan,Endo,1,201,8562,2398539
Bosentan,Eye,3,201,75573,2398539
Bosentan,Gastr,23,201,384857,2398539
Bosentan,Hepat,13,201,39495,2398539
Bosentan,Immun,2,201,44496,2398539
Bosentan,Infec,23,201,119417,2398539
Bosentan,Metab,6,201,66918,2398539
Bosentan,Musc,5,201,127857,2398539
Bosentan,Neopl,3,201,30949,2398539
Bosentan,Nerv,13,201,369711,2398539
Bosentan,Preg,3,201,20629,2398539
Bosentan,Psych,5,201,234508,2398539
Bosentan,Renal,3,201,54496,2398539
Bosentan,Resp,46,201,144266,2398539
Bosentan,Skin,18,201,342793,2398539
Bosentan,Vasc,5,201,78716,2398539
Bosutinib,Blood,28,295,71008,2398539
Bosutinib,Card,20,295,85175,2398539
Bosutinib,Cong,3,295,13078,2398539
Bosutinib,Ear,1,295,19592,2398539
Bosutinib,Endo,2,295,8562,2398539
Bosutinib,Eye,5,295,75573,2398539
Bosutinib,Gastr,65,295,384857,2398539
Bosutinib,Hepat,9,295,39495,2398539
Bosutinib,Infec,8,295,119417,2398539
Bosutinib,Metab,11,295,66918,2398539
Bosutinib,Musc,15,295,127857,2398539
Bosutinib,Neopl,17,295,30949,2398539
Bosutinib,Nerv,18,295,369711,2398539
Bosutinib,Psych,1,295,234508,2398539
Bosutinib,Renal,16,295,54496,2398539
Bosutinib,Repro,1,295,45896,2398539
Bosutinib,Resp,43,295,144266,2398539
Bosutinib,Skin,26,295,342793,2398539
Bosutinib,Vasc,6,295,78716,2398539
Brassica,Resp,1,1,144266,2398539
Brentuximab Vedotin,Blood,22,365,71008,2398539
Brentuximab Vedotin,Card,10,365,85175,2398539
Brentuximab Vedotin,Ear,3,365,19592,2398539
Brentuximab Vedotin,Endo,1,365,8562,2398539
Brentuximab Vedotin,Eye,1,365,75573,2398539
Brentuximab Vedotin,Gastr,33,365,384857,2398539
Brentuximab Vedotin,Hepat,10,365,39495,2398539
Brentuximab Vedotin,Immun,7,365,44496,2398539
Brentuximab Vedotin,Infec,57,365,119417,2398539
Brentuximab Vedotin,Metab,10,365,66918,2398539
Brentuximab Vedotin,Musc,9,365,127857,2398539
Brentuximab Vedotin,Neopl,46,365,30949,2398539
Brentuximab Vedotin,Nerv,62,365,369711,2398539
Brentuximab Vedotin,Preg,1,365,20629,2398539
Brentuximab Vedotin,Psych,12,365,234508,2398539
Brentuximab Vedotin,Renal,17,365,54496,2398539
Brentuximab Vedotin,Repro,1,365,45896,2398539
Brentuximab Vedotin,Resp,33,365,144266,2398539
Brentuximab Vedotin,Skin,19,365,342793,2398539
Brentuximab Vedotin,Vasc,11,365,78716,2398539
Bretylium,Card,2,5,85175,2398539
Bretylium,Gastr,1,5,384857,2398539
Bretylium,Nerv,1,5,369711,2398539
Bretylium,Vasc,1,5,78716,2398539
Brexucabtagene Autoleucel,Blood,8,122,71008,2398539
Brexucabtagene Autoleucel,Card,2,122,85175,2398539
Brexucabtagene Autoleucel,Gastr,1,122,384857,2398539
Brexucabtagene Autoleucel,Immun,42,122,44496,2398539
Brexucabtagene Autoleucel,Infec,11,122,119417,2398539
Brexucabtagene Autoleucel,Metab,1,122,66918,2398539
Brexucabtagene Autoleucel,Neopl,6,122,30949,2398539
Brexucabtagene Autoleucel,Nerv,46,122,369711,2398539
Brexucabtagene Autoleucel,Renal,1,122,54496,2398539
Brexucabtagene Autoleucel,Resp,2,122,144266,2398539
Brexucabtagene Autoleucel,Vasc,2,122,78716,2398539
Brigatinib,Card,2,71,85175,2398539
Brigatinib,Gastr,5,71,384857,2398539
Brigatinib,Infec,1,71,119417,2398539
Brigatinib,Metab,2,71,66918,2398539
Brigatinib,Musc,5,71,127857,2398539
Brigatinib,Neopl,14,71,30949,2398539
Brigatinib,Nerv,4,71,369711,2398539
Brigatinib,Psych,3,71,234508,2398539
Brigatinib,Renal,3,71,54496,2398539
Brigatinib,Resp,11,71,144266,2398539
Brigatinib,Skin,18,71,342793,2398539
Brigatinib,Vasc,3,71,78716,2398539
Brimonidine,Card,46,1231,85175,2398539
Brimonidine,Ear,9,1231,19592,2398539
Brimonidine,Eye,417,1231,75573,2398539
Brimonidine,Gastr,106,1231,384857,2398539
Brimonidine,Hepat,2,1231,39495,2398539
Brimonidine,Immun,31,1231,44496,2398539
Brimonidine,Infec,38,1231,119417,2398539
Brimonidine,Metab,10,1231,66918,2398539
Brimonidine,Musc,15,1231,127857,2398539
Brimonidine,Neopl,2,1231,30949,2398539
Brimonidine,Nerv,199,1231,369711,2398539
Brimonidine,Prod,7,1231,20547,2398539
Brimonidine,Psych,64,1231,234508,2398539
Brimonidine,Renal,9,1231,54496,2398539
Brimonidine,Repro,3,1231,45896,2398539
Brimonidine,Resp,65,1231,144266,2398539
Brimonidine,Skin,162,1231,342793,2398539
Brimonidine,Vasc,46,1231,78716,2398539
Brinzolamide,Card,21,765,85175,2398539
Brinzolamide,Ear,7,765,19592,2398539
Brinzolamide,Endo,2,765,8562,2398539
Brinzolamide,Eye,274,765,75573,2398539
Brinzolamide,Gastr,62,765,384857,2398539
Brinzolamide,Hepat,1,765,39495,2398539
Brinzolamide,Immun,16,765,44496,2398539
Brinzolamide,Infec,11,765,119417,2398539
Brinzolamide,Metab,7,765,66918,2398539
Brinzolamide,Musc,31,765,127857,2398539
Brinzolamide,Nerv,96,765,369711,2398539
Brinzolamide,Prod,39,765,20547,2398539
Brinzolamide,Psych,49,765,234508,2398539
Brinzolamide,Renal,10,765,54496,2398539
Brinzolamide,Repro,4,765,45896,2398539
Brinzolamide,Resp,88,765,144266,2398539
Brinzolamide,Skin,39,765,342793,2398539
Brinzolamide,Vasc,8,765,78716,2398539
Brivaracetam,Blood,1,571,71008,2398539
Brivaracetam,Card,8,571,85175,2398539
Brivaracetam,Ear,8,571,19592,2398539
Brivaracetam,Eye,9,571,75573,2398539
Brivaracetam,Gastr,29,571,384857,2398539
Brivaracetam,Hepat,1,571,39495,2398539
Brivaracetam,Immun,4,571,44496,2398539
Brivaracetam,Infec,9,571,119417,2398539
Brivaracetam,Metab,9,571,66918,2398539
Brivaracetam,Musc,16,571,127857,2398539
Brivaracetam,Neopl,5,571,30949,2398539
Brivaracetam,Nerv,174,571,369711,2398539
Brivaracetam,Preg,16,571,20629,2398539
Brivaracetam,Prod,7,571,20547,2398539
Brivaracetam,Psych,223,571,234508,2398539
Brivaracetam,Renal,3,571,54496,2398539
Brivaracetam,Repro,3,571,45896,2398539
Brivaracetam,Resp,21,571,144266,2398539
Brivaracetam,Skin,19,571,342793,2398539
Brivaracetam,Vasc,6,571,78716,2398539
Brodalumab,Blood,2,116,71008,2398539
Brodalumab,Card,4,116,85175,2398539
Brodalumab,Eye,1,116,75573,2398539
Brodalumab,Gastr,16,116,384857,2398539
Brodalumab,Immun,1,116,44496,2398539
Brodalumab,Infec,13,116,119417,2398539
Brodalumab,Metab,2,116,66918,2398539
Brodalumab,Musc,17,116,127857,2398539
Brodalumab,Neopl,2,116,30949,2398539
Brodalumab,Nerv,14,116,369711,2398539
Brodalumab,Psych,17,116,234508,2398539
Brodalumab,Repro,2,116,45896,2398539
Brodalumab,Resp,3,116,144266,2398539
Brodalumab,Skin,21,116,342793,2398539
Brodalumab,Vasc,1,116,78716,2398539
Brolucizumab,Ear,1,224,19592,2398539
Brolucizumab,Eye,208,224,75573,2398539
Brolucizumab,Infec,6,224,119417,2398539
Brolucizumab,Metab,2,224,66918,2398539
Brolucizumab,Nerv,3,224,369711,2398539
Brolucizumab,Resp,2,224,144266,2398539
Brolucizumab,Skin,2,224,342793,2398539
Bromazepam,Card,2,67,85175,2398539
Bromazepam,Cong,2,67,13078,2398539
Bromazepam,Ear,1,67,19592,2398539
Bromazepam,Eye,2,67,75573,2398539
Bromazepam,Gastr,6,67,384857,2398539
Bromazepam,Infec,1,67,119417,2398539
Bromazepam,Metab,3,67,66918,2398539
Bromazepam,Nerv,14,67,369711,2398539
Bromazepam,Psych,16,67,234508,2398539
Bromazepam,Renal,2,67,54496,2398539
Bromazepam,Repro,3,67,45896,2398539
Bromazepam,Resp,1,67,144266,2398539
Bromazepam,Skin,11,67,342793,2398539
Bromazepam,Vasc,3,67,78716,2398539
Bromfenac,Eye,9,17,75573,2398539
Bromfenac,Gastr,1,17,384857,2398539
Bromfenac,Nerv,1,17,369711,2398539
Bromfenac,Resp,3,17,144266,2398539
Bromfenac,Skin,2,17,342793,2398539
Bromfenac,Vasc,1,17,78716,2398539
Bromhexine,Card,2,130,85175,2398539
Bromhexine,Eye,3,130,75573,2398539
Bromhexine,Gastr,55,130,384857,2398539
Bromhexine,Infec,2,130,119417,2398539
Bromhexine,Metab,2,130,66918,2398539
Bromhexine,Musc,2,130,127857,2398539
Bromhexine,Nerv,19,130,369711,2398539
Bromhexine,Psych,6,130,234508,2398539
Bromhexine,Renal,2,130,54496,2398539
Bromhexine,Resp,7,130,144266,2398539
Bromhexine,Skin,30,130,342793,2398539
Bromocriptine,Blood,11,1004,71008,2398539
Bromocriptine,Card,30,1004,85175,2398539
Bromocriptine,Cong,42,1004,13078,2398539
Bromocriptine,Ear,15,1004,19592,2398539
Bromocriptine,Endo,11,1004,8562,2398539
Bromocriptine,Eye,45,1004,75573,2398539
Bromocriptine,Gastr,169,1004,384857,2398539
Bromocriptine,Hepat,5,1004,39495,2398539
Bromocriptine,Immun,4,1004,44496,2398539
Bromocriptine,Infec,28,1004,119417,2398539
Bromocriptine,Metab,10,1004,66918,2398539
Bromocriptine,Musc,22,1004,127857,2398539
Bromocriptine,Neopl,10,1004,30949,2398539
Bromocriptine,Nerv,206,1004,369711,2398539
Bromocriptine,Preg,3,1004,20629,2398539
Bromocriptine,Prod,2,1004,20547,2398539
Bromocriptine,Psych,142,1004,234508,2398539
Bromocriptine,Renal,14,1004,54496,2398539
Bromocriptine,Repro,32,1004,45896,2398539
Bromocriptine,Resp,49,1004,144266,2398539
Bromocriptine,Skin,73,1004,342793,2398539
Bromocriptine,Vasc,81,1004,78716,2398539
Brompheniramine,Blood,3,229,71008,2398539
Brompheniramine,Card,4,229,85175,2398539
Brompheniramine,Cong,4,229,13078,2398539
Brompheniramine,Ear,2,229,19592,2398539
Brompheniramine,Eye,12,229,75573,2398539
Brompheniramine,Gastr,32,229,384857,2398539
Brompheniramine,Hepat,4,229,39495,2398539
Brompheniramine,Immun,1,229,44496,2398539
Brompheniramine,Infec,2,229,119417,2398539
Brompheniramine,Metab,5,229,66918,2398539
Brompheniramine,Musc,11,229,127857,2398539
Brompheniramine,Neopl,1,229,30949,2398539
Brompheniramine,Nerv,42,229,369711,2398539
Brompheniramine,Psych,32,229,234508,2398539
Brompheniramine,Renal,18,229,54496,2398539
Brompheniramine,Repro,6,229,45896,2398539
Brompheniramine,Resp,4,229,144266,2398539
Brompheniramine,Skin,41,229,342793,2398539
Brompheniramine,Vasc,5,229,78716,2398539
Bronopol,Skin,1,1,342793,2398539
Buclizine,Blood,2,135,71008,2398539
Buclizine,Cong,10,135,13078,2398539
Buclizine,Ear,3,135,19592,2398539
Buclizine,Eye,6,135,75573,2398539
Buclizine,Gastr,28,135,384857,2398539
Buclizine,Immun,2,135,44496,2398539
Buclizine,Metab,1,135,66918,2398539
Buclizine,Musc,5,135,127857,2398539
