Drug,chembl_id,Similar drug,Similar chembl id,SMILES,InChI Key,ATC Classifications
Cetalkonium,CHEMBL1624075,,CHEMBL1907513,CCCCCCCCCC[N+](C)(C)Cc1ccccc1,UARILQSOMYIQCM-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL2355417,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],KHSLHYAUZSPBIU-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL112719,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],CSNHNGDROQRZKT-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3307037,CCCCCC[N+](C)(C)Cc1ccccc1,OCRHPUCRAFNCMN-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277508,CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],HUSDIEGEFWRTIN-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277507,CCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],JBJPHJWPSMUIJR-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277506,CCCCCC[N+](C)(C)Cc1ccccc1.[Br-],WBYIJOSBWCRWKD-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277503,CCCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],BDDOCIZHPYTCRW-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277502,CCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],GYHYHYDLSZKPAC-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277501,CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],XRHGZAYWUIJBOD-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL2361574,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O.O.[Cl-],YLPZVNXGKBIJBW-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277499,CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],PXFDQFDPXWHEEP-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276718,CCCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,LZAJQAMDGLJCAM-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276717,CCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,NVTGIHULGRHJOP-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276716,CCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,RUCNOJUDUJFCBD-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276715,CCCCCCCCCCC[N+](C)(C)Cc1ccccc1,OVQUVWCFWHMKRG-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276714,CCCCCCCCC[N+](C)(C)Cc1ccccc1,VRYRQBMYZJZRAE-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3276713,CCCCCCCC[N+](C)(C)Cc1ccccc1,SHFLYPPECXRCFO-UHFFFAOYSA-N,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL2414246,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Br-],DLNWMWYCSOQYSQ-UHFFFAOYSA-M,Unknown
Cetalkonium,CHEMBL1624075,,CHEMBL3277500,CCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],KDVOJISTAOBJDJ-UHFFFAOYSA-M,Unknown
Cetirizine,CHEMBL1000,,CHEMBL2448114,Cl.Cl.O=C(O)COCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,PGLIUCLTXOYQMV-FGJQBABTSA-N,Unknown
Cetirizine,CHEMBL1000,CETIRIZINE HYDROCHLORIDE,CHEMBL1607273,Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,PGLIUCLTXOYQMV-UHFFFAOYSA-N,Unknown
Cetirizine,CHEMBL1000,,CHEMBL1334217,O=C(O)COCCN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-NRFANRHFSA-N,Unknown
Cetirizine,CHEMBL1000,LEVOCETIRIZINE,CHEMBL1201191,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,ZKLPARSLTMPFCP-OAQYLSRUSA-N,R06AE09
Cetirizine,CHEMBL1000,LEVOCETIRIZINE DIHYDROCHLORIDE,CHEMBL1201190,Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,PGLIUCLTXOYQMV-GHVWMZMZSA-N,Unknown
Cetirizine,CHEMBL1000,CETIRIZINE HYDROCHLORIDE,CHEMBL1201113,Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CUSPGNDCPOVPBA-UHFFFAOYSA-N,Unknown
Cetrorelix,CHEMBL1200490,CETRORELIX ACETATE,CHEMBL2103735,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O.CC(=O)O,KFEFLCOCAHJBEA-ANRVCLKPSA-N,Unknown
Cetyl Alcohol,CHEMBL706,1-HEXANOL,CHEMBL14085,CCCCCCO,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,1-HEPTANOL,CHEMBL273459,CCCCCCCO,BBMCTIGTTCKYKF-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,DODECANOL,CHEMBL24722,CCCCCCCCCCCCO,LQZZUXJYWNFBMV-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,NONANOL,CHEMBL24563,CCCCCCCCCO,ZWRUINPWMLAQRD-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,OCTANOL,CHEMBL26215,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,DECANOL,CHEMBL25363,CCCCCCCCCCO,MWKFXSUHUHTGQN-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,UNDECANOL,CHEMBL444525,CCCCCCCCCCCO,KJIOQYGWTQBHNH-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,,CHEMBL26561,CCCCCCCCCCCCCCCO,REIUXOLGHVXAEO-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,TRIDECAN-1-OL,CHEMBL24832,CCCCCCCCCCCCCO,XFRVVPUIAFSTFO-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,,CHEMBL278989,CCCCCCCCCCCCCCCCCO,GOQYKNQRPGWPLP-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,MYRISTYL ALCOHOL,CHEMBL24022,CCCCCCCCCCCCCCO,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,1-EICOSANOL,CHEMBL451717,CCCCCCCCCCCCCCCCCCCCO,BTFJIXJJCSYFAL-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,TRIACONTANOL,CHEMBL1079147,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCO,REZQBEBOWJAQKS-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,DOCOSANOL,CHEMBL1200453,CCCCCCCCCCCCCCCCCCCCCCO,NOPFSRXAKWQILS-UHFFFAOYSA-N,D06BB11
Cetyl Alcohol,CHEMBL706,OCTACOSANOL,CHEMBL1951714,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CNNRPFQICPFDPO-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,CETOSTEARYL ALCOHOL,CHEMBL24640,CCCCCCCCCCCCCCCCCCO,GLDOVTGHNKAZLK-UHFFFAOYSA-N,Unknown
Cetyl Alcohol,CHEMBL706,1-PENTANOL,CHEMBL14568,CCCCCO,AMQJEAYHLZJPGS-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,CETYLPYRIDINIUM CHLORIDE,CHEMBL34833,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],YMKDRGPMQRFJGP-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL55479,CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],CTKQHXPMKKCCTJ-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL55297,CCCCCCCCCC[n+]1ccccc1.[I-],IGQNITWOOQMZGG-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL540201,CCCCCCCCCCCC[n+]1ccccc1.[I-],GZNACENTEXAZDR-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL54851,CCCCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],HXFRZGDWHWJPAF-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL54418,CCCCCCCC[n+]1ccccc1.[I-],XDCILYQINRVJBM-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,CETYLPYRIDINIUM BROMIDE,CHEMBL334255,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],DVBJBNKEBPCGSY-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL560867,CCCCCCCCCCCCCCC[n+]1ccccc1.[I-],ZHCBMOKMTKZYCQ-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL555242,CCCCCC[n+]1ccccc1.[I-],INJKWASQTISCEJ-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL549848,CCCCCCC[n+]1ccccc1.[I-],JXCHMDJFFWBWKD-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL591609,CCCCCCCCCC[n+]1ccccc1.[Cl-],HJUPHPDWOUZDKH-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1179020,CCCCCCCC[n+]1ccccc1,XDEQOBPALZZTCA-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1179026,CCCCCCCCCCCCCCCCCCCC[n+]1ccccc1,UJGFWFXKZOQLBM-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1179037,CCCCCCCCCCCCCCC[n+]1ccccc1,JCZHPUQUBJFDFN-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1190125,CCCCCCCCCCCC[n+]1ccccc1,FFYRIXSGFSWFAQ-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1194279,CCCCCCC[n+]1ccccc1,BOFYFGANDNPXEM-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1195735,CCCCCC[n+]1ccccc1,AMKUSFIBHAUBIJ-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1710321,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Br-],HVWZDJSNXREVCK-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,CETYLPYRIDINIUM CHLORIDE,CHEMBL2003538,CCCCCCCCCCCCCCCC[n+]1ccccc1.O.[Cl-],NFCRBQADEGXVDL-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3181920,CCCCCCCCCCCCCC[n+]1ccccc1.[Br-],HJNAJKBRYDFICV-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3184667,CCCCCC[n+]1ccccc1.[Br-],SZRSEFNUSHACPD-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3186395,CCCCCC[n+]1ccccc1.F[B-](F)(F)F,LTMWUXUUPSUBPP-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3187080,CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,QFAUKQKOJVLHEL-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3187154,CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,DKRTWJPQQYAIHH-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3188901,CCCCCC[n+]1ccccc1.[Cl-],JEOSMYVMLZTQOH-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3222014,CCCCCCCC[n+]1ccccc1.[Cl-],OVIYAWWBKPWUOH-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3306345,CCCCCCCCCCCCCC[n+]1ccccc1,SIHFYNZIBKOFFK-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL3338621,CCCCCCCCCCCC[n+]1ccccc1.[Br-],PNXWPUCNFMVBBK-UHFFFAOYSA-M,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1179034,CCCCCCCCCC[n+]1ccccc1,MFMBELVKZWEQOM-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL1196705,CCCCC[n+]1ccccc1,HOZSKYZXBJWURK-UHFFFAOYSA-N,Unknown
Cetylpyridinium,CHEMBL305906,,CHEMBL557926,CCCCC[n+]1ccccc1.[I-],XBLRGKGVGMQOSI-UHFFFAOYSA-M,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL5187548,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-LRUOCDQUSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL3348870,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@@H]3CC[C@]12C,RUDATBOHQWOJDD-FEHGIAQLSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL3342076,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-JGFDLHJZSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL2448879,C[C@H](CCC(=O)O)C1CC[C@H]2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-AAIBQNPHSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL2448878,C[C@H](CCC(=O)O)C1CC[C@H]2C3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-IGFKYJKKSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL2028234,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C.[Na+],WDFRNBJHDMUMBL-FUXQPCDDSA-M,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL1788119,C[C@H](CCC(=O)O)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@@H]3O,RUDATBOHQWOJDD-ZLEVCPGMSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL1520183,CC(CCC(=O)O)C1CCC2C3C(O)C[C@@H]4CC(O)CC[C@@]4(C)C3CC[C@@]12C,RUDATBOHQWOJDD-GZPNBBAISA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL1439625,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@H]3[C@@H](CC[C@@]21C)[C@]1(C)CC[C@H](O)C[C@@H]1C[C@@H]3O,RUDATBOHQWOJDD-MIEDGDJASA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL1395373,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@@H](O)CC[C@@]4(C)[C@H]3CC[C@@]21C,RUDATBOHQWOJDD-ZBNSFZQXSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL1233687,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-DNMBCGTGSA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,URSODIOL,CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-UZVSRGJWSA-N,A05AA02
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL242200,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,RUDATBOHQWOJDD-BYRKYSOESA-N,Unknown
Chenodeoxycholic Acid,CHEMBL240597,,CHEMBL101089,C[C@H](CCC(=O)O)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,RUDATBOHQWOJDD-GXLBFMQUSA-N,Unknown
Chloramphenicol,CHEMBL130,CHLORAMPHENICOL SULFATE SALT,CHEMBL2205638,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl.O=S(=O)(O)O,XAOZJPJZTZRRBM-VTLYIQCISA-N,Unknown
Chloramphenicol,CHEMBL130,,CHEMBL1437336,O=C(N[C@@H](CO)[C@@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-IUCAKERBSA-N,Unknown
Chloramphenicol,CHEMBL130,,CHEMBL457563,O=C(N[C@@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-DTWKUNHWSA-N,Unknown
Chloramphenicol,CHEMBL130,,CHEMBL414400,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,Unknown
Chlorhexidine,CHEMBL790,CHLORHEXIDINE GLUCONATE,CHEMBL4297088,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,YZIYKJHYYHPJIB-UUPCJSQJSA-N,Unknown
Chlorhexidine,CHEMBL790,CHLORHEXIDINE PHOSPHANILATE,CHEMBL2106050,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.Nc1ccc(P(=O)(O)O)cc1.Nc1ccc(P(=O)(O)O)cc1,NSCOCGOFKMUTMW-UHFFFAOYSA-N,Unknown
Chlorhexidine,CHEMBL790,CHLORHEXIDINE HYDROCHLORIDE,CHEMBL1484251,Cl.Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,WJLVQTJZDCGNJN-UHFFFAOYSA-N,Unknown
Chlorhexidine,CHEMBL790,,CHEMBL1330113,Cl.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,AVRXPIQGQAHQTQ-UHFFFAOYSA-N,Unknown
Chlorhexidine,CHEMBL790,CHLORHEXIDINE GLUCONATE,CHEMBL1628,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,KUXUALPOSMRJSW-IFWQJVLJSA-N,Unknown
Chlorhexidine,CHEMBL790,CHLORHEXIDINE DIACETATE,CHEMBL486819,CC(=O)O.CC(=O)O.NC(=N\CCCCCC/N=C(N)/N=C(\N)Nc1ccc(Cl)cc1)/N=C(\N)Nc1ccc(Cl)cc1,WDRFFJWBUDTUCA-UHFFFAOYSA-N,Unknown
Chlormethine,CHEMBL427,MECHLORETHAMINE HYDROCHLORIDE,CHEMBL1201001,CN(CCCl)CCCl.Cl,QZIQJVCYUQZDIR-UHFFFAOYSA-N,Unknown
Chlormezanone,CHEMBL1200714,,CHEMBL1742126,CN1C(=O)CCS(=O)(=O)[C@@H]1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-LLVKDONJSA-N,Unknown
Chlormezanone,CHEMBL1200714,,CHEMBL1372302,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-NSHDSACASA-N,Unknown
Chloroprocaine,CHEMBL1179047,CHLOROPROCAINE HYDROCHLORIDE,CHEMBL944,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,SZKQYDBPUCZLRX-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL5435980,CCCCCCCCCCCCCCCCCC(=O)O.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,ZRIDUJHQFORBPD-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL5427439,CCCCCCCC/C=C\CCCCCCCC(=O)O.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,UBYUVAMKJONMPJ-SVMKZPJVSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL5422185,CCCCCCCC(=O)O.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,ANGSEGDDLUGFIU-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL5411819,CCCCCCCCCCCC(=O)O.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,VMRDKBSDMYOIIM-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL5399629,CCCC(=O)O.CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,IJZDAKUKBSYGPY-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,CHLOROQUINE HYDROCHLORIDE,CHEMBL4297165,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl.Cl,PCFGECQRSMVKCC-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,CHLOROQUINE SULPHATE,CHEMBL2095223,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=S(=O)(O)O,OJPWHUOVKVKBQB-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,[3H]-CHLOROQUINE,CHEMBL2052012,[3H]c1nc2c([3H])c(Cl)c([3H])c([3H])c2c(N([3H])C([3H])(C([3H])([3H])[3H])C([3H])([3H])C([3H])([3H])C([3H])([3H])N(C([3H])([3H])C([3H])([3H])[3H])C([3H])([3H])C([3H])([3H])[3H])c1[3H],WHTVZRBIWZFKQO-BYSMFQJPSA-N,Unknown
Chloroquine,CHEMBL76,CHLOROQUINE HYDROCHLORIDE,CHEMBL1669,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.Cl,PTGMKRAMUHJZFD-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,(R)-CHLOROQUINE,CHEMBL252715,CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-CQSZACIVSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL250447,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,WHTVZRBIWZFKQO-AWEZNQCLSA-N,Unknown
Chloroquine,CHEMBL76,CHLOROQUINE PHOSPHATE,CHEMBL1326,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O,AEUAEICGCMSYCQ-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,CHLOROQUINE PHOSPHATE,CHEMBL58510,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,QKICWELGRMTQCR-UHFFFAOYSA-N,Unknown
Chloroquine,CHEMBL76,,CHEMBL423184,CCN(CC)CCCCC(C)Nc1ccnc2cc(Cl)ccc12,MXGGYCYYCOWYGB-UHFFFAOYSA-N,Unknown
Chlorothiazide,CHEMBL842,CHLOROTHIAZIDE SODIUM,CHEMBL1200616,NS(=O)(=O)c1cc2c(cc1Cl)N=C[N-]S2(=O)=O.[Na+],CPIWHAFLBZQYLQ-UHFFFAOYSA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL3183101,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.Cl,NOXNCSQBTYNMHD-RSAXXLAASA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL1554789,CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-OAHLLOKOSA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL3183101,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.Cl,NOXNCSQBTYNMHD-RSAXXLAASA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL1554789,CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-OAHLLOKOSA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL3183101,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.Cl,NOXNCSQBTYNMHD-RSAXXLAASA-N,Unknown
Chlorpheniramine,CHEMBL505,,CHEMBL1554789,CN(C)CC[C@H](c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-OAHLLOKOSA-N,Unknown
Chlorpromazine,CHEMBL71,CHLORPROMAZINE HYDROCHLORIDE,CHEMBL1713,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,FBSMERQALIEGJT-UHFFFAOYSA-N,Unknown
Chlorpromazine,CHEMBL71,,CHEMBL53167,CN(C)CCCCN1c2ccccc2Sc2ccc(Cl)cc21,MGBWAEXUKBVUEM-UHFFFAOYSA-N,Unknown
Chlorpromazine,CHEMBL71,,CHEMBL456042,CN(C)CCCN(CCCN(C)C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CMFXCVWHDLLJSX-UHFFFAOYSA-N,Unknown
