Drug Name,Zipped Link
Commiphora,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000828643722.zip
Complement C1 Esterase Inhibitor,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000269848517.zip
Coriandrum Sativum,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000532287033.zip
Corticorelin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000282011695.zip
Corticotrophin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000678517223.zip
Cortisone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000679154737.zip
Cowhage,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000629857290.zip
Creosote,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000143153940.zip
Cresol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000651168797.zip
Crizanlizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000013123965.zip
Crizotinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001003453433.zip
Crocus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000415150047.zip
Cromoglycic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000908426373.zip
Crotamiton,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001020848655.zip
Crotethamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000949309194.zip
Cupric Oxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000419666423.zip
Curcuma,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000881274477.zip
Cuscuta,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000907208587.zip
Cyanamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000701953248.zip
Cyclandelate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000013231555.zip
Cyclizine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000683309978.zip
Cyclobarbitone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000881865471.zip
Cyclobenzaprine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000225457725.zip
Cyclofenil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000699311651.zip
Cyclopenthiazide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000318465296.zip
Cyclopentolate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000602628339.zip
Cyclophosphamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000582989276.zip
Cycloserine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000663153762.zip
Cyclosporin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000791793241.zip
Cymbopogon,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000804263982.zip
Cynara Cardunculus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000002900754.zip
Cyproheptadine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000728428053.zip
Cyproterone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000192246710.zip
Cysteine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000855937320.zip
Cystine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000975082968.zip
Cytarabine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000824351401.zip
Cytisine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000226602571.zip
Dabigatran,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000264488356.zip
Dabrafenib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000757677829.zip
Dacarbazine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000457901250.zip
Daclatasvir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000922841654.zip
Daclizumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000042845813.zip
Dacomitinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000905979310.zip
Dactinomycin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000220330027.zip
Dactylis Glomerata,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000048231115.zip
Dalbavancin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000768639347.zip
Dalfopristin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000142582541.zip
Dalteparin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000694851345.zip
Danaparoid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000713070696.zip
Danazol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000660761234.zip
Danthron,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000454280583.zip
Dantrolene,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000945891755.zip
Dapagliflozin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000188206647.zip
Dapoxetine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001053356294.zip
Dapsone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000211327424.zip
Daptomycin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000589347135.zip
Daratumumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000561751713.zip
Darbepoetin Alfa,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000811819904.zip
Daridorexant,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000326764087.zip
Darifenacin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001035359282.zip
Darolutamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000866405698.zip
Darunavir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000667822809.zip
Dasabuvir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000986592051.zip
Dasatinib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000269732684.zip
Daucus,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000449372736.zip
Daunorubicin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000293800489.zip
Deadnettle White,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000375630148.zip
Debrisoquine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001008647996.zip
Decitabine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000909869362.zip
Decyl Methyl Sulphoxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000226943260.zip
Deferasirox,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000237264647.zip
Deferiprone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000764880756.zip
Defibrotide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000080686816.zip
Deflazacort,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000686025151.zip
Degarelix,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000603475469.zip
Dehydrocholic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000926046227.zip
Delafloxacin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000318474808.zip
Delamanid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000673023222.zip
Delavirdine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000492136443.zip
Delorazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000306789362.zip
Delphenium Staphisagria,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000206749606.zip
Demeclocycline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000301753379.zip
Denosumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000275595442.zip
Deoxycholic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000402813901.zip
Deoxyribonuclease,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000092156234.zip
Depatuxizumab Mafodotin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000368107549.zip
Deptropine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000067340565.zip
Dequalinium,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001070147926.zip
Desferrioxamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000070916224.zip
Desflurane,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000580010184.zip
Desipramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000440721059.zip
Desloratadine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000251816773.zip
Desmopressin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000515287992.zip
Desogestrel,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000444196725.zip
Dexamethasone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000005198283.zip
Dexamphetamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000210229743.zip
Dexfenfluramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000366639173.zip
Dexibuprofen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000646397568.zip
Dexketoprofen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000282014536.zip
Dexmedetomidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000440812747.zip
Dexpanthenol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000659773895.zip
Dexrazoxane,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000699321871.zip
Dextran,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000214690134.zip
Dextranomer,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000520163414.zip
Dextromethorphan,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000418125508.zip
Dextromoramide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000024635910.zip
Dextropropoxyphene,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000027160004.zip
Di-Iodohydroxyquinoline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000673833855.zip
Diamorphine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000420316983.zip
Diazepam,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000439207949.zip
Diazoxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000834886965.zip
Dibrompropamidine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000062039509.zip
Dibutyldithiocarmabate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000922263747.zip
Dichloralphenazone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000129961013.zip
Dichlorobenzyl Alcohol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000041410086.zip
Dichlorodifluoromethane,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000165741180.zip
Dichlorophen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000226400229.zip
Dichlorphenamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000992903969.zip
Diclofenac,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000129175942.zip
Dicloxacillin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000867318605.zip
Dicyclomine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000321908993.zip
Didanosine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000563969644.zip
Dienoestrol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000534906586.zip
Dienogest,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000438799626.zip
Diethyldithiocarbamate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000878758362.zip
Diethylpropion,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000362595994.zip
Diethylstilbestrol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000716418540.zip
Difelikefalin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000429627638.zip
Diflucortolone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000215855186.zip
Diflunisal,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000668938623.zip
Digitalis,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000596103204.zip
Digitoxin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000665727844.zip
Digoxin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000977096353.zip
Digoxin-Specific Antibody Fragments,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000561151431.zip
Dihydrocodeine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000818862229.zip
Dihydroergotamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000502312759.zip
Diloxanide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000687740173.zip
Diltiazem,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000729810460.zip
Dimenhydrinate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001036456084.zip
Dimethindene,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000578098367.zip
Dimethyl Ether,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001053914875.zip
Dimethyl Fumarate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000614663933.zip
Dimethyl Sulphoxide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000633727661.zip
Dimeticone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000165273878.zip
Dinoprost,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000155120797.zip
Dinoprostone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000939963009.zip
Dinutuximab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000421618293.zip
Diosmin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000115296680.zip
Dipentamethylenethiuram Disulphide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000963038308.zip
Diphenhydramine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000674037528.zip
Diphenoxylate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000884373026.zip
Diphenylpyraline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000843478341.zip
Dipipanone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000354585290.zip
Dipivefrine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001011214995.zip
Dipyridamole,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000452796981.zip
Diroximel Fumarate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000936830523.zip
Disopyramide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000847626110.zip
Disperse Blue 106,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000489321739.zip
Distigmine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000375992182.zip
Disulfiram,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000934317405.zip
Dithranol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000347272031.zip
Dl-Threonine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000170031736.zip
Dobutamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000306975636.zip
Docetaxel,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000271632312.zip
Docosahexaenoic Acid,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000608556111.zip
Docusate,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000631797597.zip
Dog Epithelia Unspecified,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000637607887.zip
Dolasetron,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000374674727.zip
Dolutegravir,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000309050171.zip
Domiphen,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000147734802.zip
Domperidone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000632374449.zip
Donepezil,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000231717423.zip
Dopamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000273433404.zip
Dopexamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000721214881.zip
Doravirine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000655398374.zip
Doripenem,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000562112352.zip
Dorzolamide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000253781402.zip
Dostarlimab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000272096419.zip
Dosulepin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000330439786.zip
Doxapram,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000756919926.zip
Doxazosin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000815009573.zip
Doxepin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000854577442.zip
Doxorubicin,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000096847301.zip
Doxycycline,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000360883781.zip
Doxylamine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000784636737.zip
Dronabinol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000436064065.zip
Dronedarone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000980778197.zip
Droperidol,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000852924172.zip
Drospirenone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000590613611.zip
Drostanolone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000027070322.zip
Drotrecogin Alfa (Activated),https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000825205988.zip
Dryopteris,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000445385950.zip
Dulaglutide,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_001073482304.zip
Duloxetine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000234915225.zip
Dupilumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000254811209.zip
Durvalumab,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000038963452.zip
Dutasteride,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000379605361.zip
Duvelisib,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000936841224.zip
Dydrogesterone,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000585517291.zip
Ebastine,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000790859932.zip
Echinacea,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000842482027.zip
Echinacea Purpurea Radix,https://info.mhra.gov.uk/drug-analysis-profiles/data/UK_EXTERNAL/NONCOMBINED/UK_NON_000342908743.zip
