Drug,id,name,section
Cobicistat,0503010AI,Cobicistat,5.3: Antiviral drugs
Cobicistat,0503010AK,Darunavir/cobicistat,5.3: Antiviral drugs
Cod Liver Oil,0906011H0,Cod liver oil,9.6: Vitamins
Cod Liver Oil,1302020F0,Cod liver oil,13.2: Emollient and barrier preparations
Codeine,0407010F0,Co-codamol (Codeine phosphate/paracetamol),4.7: Analgesics
Codeine,0407010M0,Co-codaprin (Codeine phosphate/aspirin),4.7: Analgesics
Codeine,0309010C0,Codeine phosphate,3.9: Cough preparations
Codeine,0407020C0,Codeine phosphate,4.7: Analgesics
Codeine,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),4.7: Analgesics
Codeine,0407020G0,Dihydrocodeine tartrate,4.7: Analgesics
Colchicine,1001040G0,Colchicine,10.1: Drugs used in rheumatic diseases and gout
Colesevelam,0212000AD,Colesevelam hydrochloride,2.12: Lipid-regulating drugs
Colestipol,0212000K0,Colestipol hydrochloride,2.12: Lipid-regulating drugs
Colistin,0501070H0,Colistin sulfate,5.1: Antibacterial drugs
Cortisone,1306010AA,Clindamycin/hydrocortisone,13.6: Acne and rosacea
Cortisone,0603020F0,Cortisone acetate,6.3: Corticosteroids (endocrine)
Cortisone,0603010I0,Fludrocortisone acetate,6.3: Corticosteroids (endocrine)
Cortisone,1304000V0,Hydrocortisone,13.4: Topical corticosteroids
Cortisone,0105020C0,Hydrocortisone,1.5: Chronic bowel disorders
Cortisone,0603020J0,Hydrocortisone,6.3: Corticosteroids (endocrine)
Cortisone,0107020J0,Hydrocortisone,1.7: Local preparations for anal and rectal disorders
Cortisone,1201010Q0,Hydrocortisone,12.1: Drugs acting on the ear
Cortisone,1104010M0,Hydrocortisone acetate,11.4: Corticosteroids and other anti-inflammatory preparations
Cortisone,0105020B0,Hydrocortisone acetate,1.5: Chronic bowel disorders
Cortisone,1001022G0,Hydrocortisone acetate,10.1: Drugs used in rheumatic diseases and gout
Cortisone,1201010G0,Hydrocortisone acetate,12.1: Drugs acting on the ear
Cortisone,1304000X0,Hydrocortisone acetate,13.4: Topical corticosteroids
Cortisone,1304000W0,Hydrocortisone butyrate,13.4: Topical corticosteroids
Cortisone,0603020L0,Hydrocortisone sodium phosphate,6.3: Corticosteroids (endocrine)
Cortisone,0603020M0,Hydrocortisone sodium succinate,6.3: Corticosteroids (endocrine)
Cortisone,1203010M0,Hydrocortisone (Sodium succinate),12.3: Drugs acting on the oropharynx
Cresol,1203030A0,Amylmetacresol,12.3: Drugs acting on the oropharynx
Cresol,1203030AA,Dichlorobenzyl alcohol/amylmetacresol,12.3: Drugs acting on the oropharynx
Crotamiton,1303000I0,Crotamiton,13.3: Topical local anaesthetics and antipruritics
Cyclizine,0406000F0,Cyclizine hydrochloride,4.6: Drugs used in nausea and vertigo
Cyclizine,0406000G0,Cyclizine lactate,4.6: Drugs used in nausea and vertigo
Cyclizine,040702020,Morphine tartrate and cyclizine tartrate,4.7: Analgesics
Cyclopenthiazide,0204000Y0,Co-prenozide (Oxprenolol hydrochloride/cyclopenthiazide),2.4: Beta-adrenoceptor blocking drugs
Cyclopenthiazide,0202010J0,Cyclopenthiazide,2.2: Diuretics
Cyclopentolate,1105000E0,Cyclopentolate hydrochloride,11.5: Mydriatics and cycloplegics
Cyclophosphamide,0801010H0,Cyclophosphamide,8.1: Cytotoxic drugs
Cycloserine,0501090E0,Cycloserine,5.1: Antibacterial drugs
Cyproheptadine,0304010K0,Cyproheptadine hydrochloride,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
Cyproterone,0604020D0,Cyproterone acetate,6.4: Sex Hormones
Cyproterone,0803042E0,Cyproterone acetate,8.3: Sex hormones and hormone antagonists in malignant disease
Cyproterone,1306020D0,Cyproterone acetate,13.6: Acne and rosacea
Cysteine,0307000C0,Acetylcysteine,3.7: Mucolytics
Cysteine,1108010C0,Acetylcysteine,11.8: Miscellaneous ophthalmic preparations
Cysteine,1902070A0,Acetylcysteine,19.2: Selective preparations
Cysteine,0307000L0,Mecysteine hydrochloride,3.7: Mucolytics
Cystine,0908010AI,Cystine,9.8: Metabolic disorders
Cytarabine,0801030D0,Cytarabine,8.1: Cytotoxic drugs
Dabigatran,0208020X0,Dabigatran etexilate,2.8: Anticoagulants and protamine
Dabrafenib,0802040AI,Dabrafenib (old),8.2: Drugs affecting the immune response
Daclatasvir,0503032E0,Daclatasvir,5.3: Antiviral drugs
Dactinomycin,0801020D0,Dactinomycin,8.1: Cytotoxic drugs
Dalteparin,0208010L0,Dalteparin sodium,2.8: Anticoagulants and protamine
Danaparoid,0208010C0,Danaparoid sodium,2.8: Anticoagulants and protamine
Danazol,0607020C0,Danazol,6.7: Other endocrine drugs
Dantrolene,1002020J0,Dantrolene sodium,10.2: Drugs used in neuromuscular disorders
Dapagliflozin,0601023AG,Dapagliflozin,6.1: Drugs used in diabetes
Dapagliflozin,0601023AL,Dapagliflozin/metformin,6.1: Drugs used in diabetes
Dapagliflozin,0601023AV,Saxagliptin/dapagliflozin,6.1: Drugs used in diabetes
Dapoxetine,0704060A0,Dapoxetine hydrochloride,7.4: Drugs for genito-urinary disorders
Dapsone,0501100H0,Dapsone,5.1: Antibacterial drugs
Daptomycin,0501070Y0,Daptomycin,5.1: Antibacterial drugs
Darbepoetin Alfa,0901030J0,Darbepoetin alfa,9.1: Anaemias and some other blood disorders
Daridorexant,0401040A0,Daridorexant,4.1: Hypnotics and anxiolytics
Darifenacin,0704020AC,Darifenacin hydrobromide,7.4: Drugs for genito-urinary disorders
Darunavir,0503010AC,Darunavir,5.3: Antiviral drugs
Darunavir,0503010AK,Darunavir/cobicistat,5.3: Antiviral drugs
Dasabuvir,0503032H0,Dasabuvir,5.3: Antiviral drugs
Dasatinib,0801050AN,Dasatinib,8.1: Cytotoxic drugs
Deferasirox,0901030K0,Deferasirox,9.1: Anaemias and some other blood disorders
Deferiprone,0901030I0,Deferiprone,9.1: Anaemias and some other blood disorders
Deflazacort,0603020I0,Deflazacort,6.3: Corticosteroids (endocrine)
Degarelix,0803042R0,Degarelix,8.3: Sex hormones and hormone antagonists in malignant disease
Demeclocycline,0501030F0,Demeclocycline hydrochloride,5.1: Antibacterial drugs
Denosumab,0606020Z0,Denosumab,6.6: Drugs affecting bone metabolism
Deoxycholic Acid,0109010G0,Chenodeoxycholic acid,1.9: Drugs affecting intestinal secretions
Deoxycholic Acid,0109010U0,Ursodeoxycholic acid,1.9: Drugs affecting intestinal secretions
Dequalinium,0702020Z0,Dequalinium chloride,7.2: Treatment of vaginal and vulval conditions
Dequalinium,1203030F0,Dequalinium chloride,12.3: Drugs acting on the oropharynx
Desferrioxamine,0901030P0,Desferrioxamine mesilate,9.1: Anaemias and some other blood disorders
Desloratadine,0304010AB,Desloratadine,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
Desmopressin,0605020E0,Desmopressin acetate,"6.5: Hypothalamic and pituitary hormones and anti, oestrogens"
Desogestrel,0703021Q0,Desogestrel,7.3: Contraceptives
Dexamethasone,120101050,Dexamethasone,12.1: Drugs acting on the ear
Dexamethasone,0603020G0,Dexamethasone,6.3: Corticosteroids (endocrine)
Dexamethasone,1104010I0,Dexamethasone,11.4: Corticosteroids and other anti-inflammatory preparations
Dexamethasone,1202010V0,Dexamethasone isonicotinate,12.2: Drugs acting on the nose
Dexamethasone,0603020AA,Dexamethasone phosphate,6.3: Corticosteroids (endocrine)
Dexamethasone,120101040,Dexamethasone sodium metasulphobenzoate,12.1: Drugs acting on the ear
Dexamethasone,0603020H0,Dexamethasone sodium phosphate,6.3: Corticosteroids (endocrine)
Dexamethasone,1104010X0,Netilmicin/Dexamethasone,11.4: Corticosteroids and other anti-inflammatory preparations
Dexibuprofen,1001010AM,Dexibuprofen,10.1: Drugs used in rheumatic diseases and gout
Dexketoprofen,1001010AE,Dexketoprofen,10.1: Drugs used in rheumatic diseases and gout
Dexpanthenol,1302010E0,Dexpanthenol,13.2: Emollient and barrier preparations
Dexpanthenol,1202020R0,Xylometazoline hydrochloride/dexpanthenol,12.2: Drugs acting on the nose
Dexrazoxane,0801000Y0,Dexrazoxane,8.1: Cytotoxic drugs
Dextran,0901012K0,Iron dextran,9.1: Anaemias and some other blood disorders
Dextromethorphan,0309020R0,Dextromethorphan hydrobrom compound prepartions,3.9: Cough preparations
Dextromethorphan,0309010L0,Dextromethorphan hydrobromide,3.9: Cough preparations
Dextromethorphan,0309020AF,Pseudoephedrine hydrochloride/dextromethorphan hydrobromide,3.9: Cough preparations
Dextromoramide,0407020D0,Dextromoramide tartrate,4.7: Analgesics
Dextropropoxyphene,0407010Q0,Co-proxamol (Dextropropoxyphene hydrochloride/paracetamol),4.7: Analgesics
Dextropropoxyphene,0407020E0,Dextropropoxyphene,4.7: Analgesics
Diamorphine,0309010N0,Diamorphine hydrochloride,3.9: Cough preparations
Diamorphine,0407020K0,Diamorphine hydrochloride (Systemic),4.7: Analgesics
Diazepam,0401020K0,Diazepam,4.1: Hypnotics and anxiolytics
Diazoxide,0205010E0,Diazoxide,2.5: Hypertension and heart failure
Diazoxide,0601040E0,Diazoxide,6.1: Drugs used in diabetes
Dibrompropamidine,1103010E0,Dibrompropamidine isetionate,11.3: Anti-infective eye preparations
Dibrompropamidine,1310050K0,Dibrompropamidine isetionate,13.10: Anti-infective skin preparations
Dichlorobenzyl Alcohol,1203030Z0,Dichlorobenzyl alcohol,12.3: Drugs acting on the oropharynx
Dichlorobenzyl Alcohol,1203030AA,Dichlorobenzyl alcohol/amylmetacresol,12.3: Drugs acting on the oropharynx
Diclofenac,1003020AF,Diclofenac diethyl,10.3: Drugs for soft-tissue disorders and topical pain relief
Diclofenac,1001010AG,Diclofenac potassium,10.1: Drugs used in rheumatic diseases and gout
Diclofenac,1203040AA,Diclofenac sod,12.3: Drugs acting on the oropharynx
Diclofenac,1308010W0,Diclofenac sodium,13.8: Sunscreens and camouflagers
Diclofenac,1003020U0,Diclofenac sodium,10.3: Drugs for soft-tissue disorders and topical pain relief
Diclofenac,1001010C0,Diclofenac sodium,10.1: Drugs used in rheumatic diseases and gout
Diclofenac,1108020A0,Diclofenac sodium,11.8: Miscellaneous ophthalmic preparations
Didanosine,0503010N0,Didanosine,5.3: Antiviral drugs
Dienogest,0604012W0,Dienogest,6.4: Sex Hormones
Dienogest,0703010R0,Estradiol valandestradiol valerate with dienogest,7.3: Contraceptives
Diethylstilbestrol,0803010K0,Diethylstilbestrol,8.3: Sex hormones and hormone antagonists in malignant disease
Diflucortolone,1304000L0,Diflucortolone valerate,13.4: Topical corticosteroids
Diflunisal,1001010D0,Diflunisal,10.1: Drugs used in rheumatic diseases and gout
Digitoxin,0201010D0,Digitoxin,2.1: Positive inotropic drugs
Digoxin,0201010F0,Digoxin,2.1: Positive inotropic drugs
Dihydrocodeine,0407010N0,Co-dydramol (Dihydrocodeine/paracetamol),4.7: Analgesics
Dihydrocodeine,0407020G0,Dihydrocodeine tartrate,4.7: Analgesics
Diloxanide,0504020G0,Diloxanide furoate,5.4: Antiprotozoal drugs
Diltiazem,0107010AA,Diltiazem hydrochloride,1.7: Local preparations for anal and rectal disorders
Diltiazem,0206020C0,Diltiazem hydrochloride,"2.6: Nitrates, calcium-channel blockers & other antianginal drugs"
Dimenhydrinate,0406000AC,Dimenhydrinate/cinnarizine,4.6: Drugs used in nausea and vertigo
Dimeticone,1302020D0,Dimeticone (Barrier),13.2: Emollient and barrier preparations
Dimeticone,1310040V0,Dimeticone (Parasiticidal),13.10: Anti-infective skin preparations
Dinoprost,0701010I0,Dinoprostone,7.1: Drugs used in obstetrics
Dinoprostone,0701010I0,Dinoprostone,7.1: Drugs used in obstetrics
Diosmin,0206040AT,Diosmin/hesperidin,"2.6: Nitrates, calcium-channel blockers & other antianginal drugs"
Diphenhydramine,0309020AH,Ammonium chloride/diphenhydramine hydrochloride,3.9: Cough preparations
Diphenhydramine,030902040,Diphenhydramine hydrochloride,3.9: Cough preparations
Diphenhydramine,0304010N0,Diphenhydramine hydrochloride,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
Diphenhydramine,1303000J0,Diphenhydramine hydrochloride,13.3: Topical local anaesthetics and antipruritics
Diphenhydramine,0309020AB,Diphenhydramine hydrochloride/pholcodine,3.9: Cough preparations
Dipipanone,0407020H0,Dipipanone hydrochloride,4.7: Analgesics
Dipivefrine,1106000Q0,Dipivefrine hydrochloride,11.6: Treatment of glaucoma
Dipyridamole,0209000L0,Dipyridamole,2.9: Antiplatelet drugs
Dipyridamole,0209000V0,Dipyridamole and aspirin,2.9: Antiplatelet drugs
Disopyramide,0203020F0,Disopyramide,2.3: Anti-arrhythmic drugs
Disopyramide,0203020G0,Disopyramide phosphate,2.3: Anti-arrhythmic drugs
Distigmine,0704010I0,Distigmine bromide,7.4: Drugs for genito-urinary disorders
Distigmine,1002010D0,Distigmine Bromide,10.2: Drugs used in neuromuscular disorders
Disulfiram,0410010B0,Disulfiram,4.10: Drugs used in substance dependence
Dithranol,1305020F0,Dithranol,13.5: Preparations for eczema and psoriasis
Dithranol,1309000V0,Dithranol,13.9: Shampoos and other preparations for scalp and hair conditions
Docetaxel,0801050D0,Docetaxel,8.1: Cytotoxic drugs
Docusate,0106020J0,Co-danthrusate (Dantron/docusate sodium),1.6: Laxatives
Docusate,0106020I0,Docusate sodium,1.6: Laxatives
Docusate,1201030F0,Docusate sodium,12.1: Drugs acting on the ear
Dolutegravir,0503010AH,Dolutegravir,5.3: Antiviral drugs
Dolutegravir,0503010AU,Dolutegravir/lamivudine,5.3: Antiviral drugs
Dolutegravir,0503010AP,Dolutegravir/rilpivirine,5.3: Antiviral drugs
Domperidone,0406000J0,Domperidone,4.6: Drugs used in nausea and vertigo
Donepezil,0411000D0,Donepezil hydrochloride,4.11: Drugs for dementia
Doravirine,0503010AT,Doravirine,5.3: Antiviral drugs
Doravirine,0503010AS,Lamivudine/tenofovir disoproxil/doravirine,5.3: Antiviral drugs
Doripenem,0501022C0,Doripenem,5.1: Antibacterial drugs
Dorzolamide,1106000P0,Dorzolamide,11.6: Treatment of glaucoma
Dorzolamide,1106000AB,Dorzolamide and timolol,11.6: Treatment of glaucoma
Dosulepin,0403010J0,Dosulepin hydrochloride,4.3: Antidepressant drugs
Doxapram,0305010W0,Doxapram hydrochloride,3.5: Respiratory stimulants and pulmonary surfactants
Doxazosin,0205040D0,Doxazosin mesilate,2.5: Hypertension and heart failure
Doxepin,0403010L0,Doxepin,4.3: Antidepressant drugs
Doxepin,1303000F0,Doxepin hydrochloride,13.3: Topical local anaesthetics and antipruritics
Doxorubicin,0801020K0,Doxorubicin hydrochloride,8.1: Cytotoxic drugs
Doxycycline,1203010W0,Betamethasone/Doxycycline/Nystatin,12.3: Drugs acting on the oropharynx
Doxycycline,0501030I0,Doxycycline hyclate,5.1: Antibacterial drugs
Doxycycline,1203010U0,Doxycycline hyclate,12.3: Drugs acting on the oropharynx
Doxycycline,0501030Z0,Doxycycline monohydrate,5.1: Antibacterial drugs
Doxylamine,0406000AA,Doxylamine succinate/pyridoxine hydrochloride,4.6: Drugs used in nausea and vertigo
Dronabinol,1002020Y0,Dronabinol/cannabidiol,10.2: Drugs used in neuromuscular disorders
Dronedarone,0203020X0,Dronedarone hydrochloride,2.3: Anti-arrhythmic drugs
Drospirenone,0703021R0,Drospirenone,7.3: Contraceptives
Drospirenone,0703010T0,Drospirenone and Estetrol,7.3: Contraceptives
Dulaglutide,0601023AQ,Dulaglutide,6.1: Drugs used in diabetes
Duloxetine,0403040Y0,Duloxetine hydrochloride,4.3: Antidepressant drugs
Duloxetine,0704020AA,Duloxetine hydrochloride,7.4: Drugs for genito-urinary disorders
Duloxetine,0403030Y0,Duloxetine Hydrochloride (old),4.3: Antidepressant drugs
Dutasteride,0604020B0,Dutasteride,6.4: Sex Hormones
Dutasteride,0704010V0,Tamsulosin and dutasteride hydrochloride,7.4: Drugs for genito-urinary disorders
Dydrogesterone,0604012F0,Dydrogesterone,6.4: Sex Hormones
Econazole,0702020H0,Econazole nitrate,7.2: Treatment of vaginal and vulval conditions
Econazole,1103020E0,Econazole nitrate,11.3: Anti-infective eye preparations
Econazole,1310020J0,Econazole nitrate,13.10: Anti-infective skin preparations
Edoxaban,0208020AA,Edoxaban,2.8: Anticoagulants and protamine
Efalizumab,1305030A0,Efalizumab,13.5: Preparations for eczema and psoriasis
Efavirenz,0503010D0,Efavirenz,5.3: Antiviral drugs
Efavirenz,0503010AN,Efavirenz/emtricitabine/tenofovir disoproxil,5.3: Antiviral drugs
Eflornithine,1309000X0,Eflornithine monohydrate chloride,13.9: Shampoos and other preparations for scalp and hair conditions
Elbasvir,0503032I0,Elbasvir/grazoprevir,5.3: Antiviral drugs
Eletriptan,0407041AA,Eletriptan,4.7: Analgesics
Eltrombopag,0901040C0,Eltrombopag,9.1: Anaemias and some other blood disorders
Eluxadoline,0102000AK,Eluxadoline,1.2: Antispasmodics and other drugs altering gut motility
Elvitegravir,0503010AJ,Elvitegravir,5.3: Antiviral drugs
Emedastine,1104020X0,Emedastine,11.4: Corticosteroids and other anti-inflammatory preparations
Empagliflozin,0601023AN,Empagliflozin,6.1: Drugs used in diabetes
Empagliflozin,0601023AY,Empagliflozin/linagliptin,6.1: Drugs used in diabetes
Empagliflozin,0601023AR,Empagliflozin/metformin,6.1: Drugs used in diabetes
Emtricitabine,0503010AQ,Bictegravir/emtricitabine/tenofovir alafenamide,5.3: Antiviral drugs
Emtricitabine,0503010AN,Efavirenz/emtricitabine/tenofovir disoproxil,5.3: Antiviral drugs
Emtricitabine,0503010K0,Emtricitabine,5.3: Antiviral drugs
Emtricitabine,0503010AM,Emtricitabine and tenofovir alafenamide,5.3: Antiviral drugs
Emtricitabine,0503010AA,Emtricitabine and tenofovir disoproxil,5.3: Antiviral drugs
Enalapril,0205051I0,Enalapril maleate,2.5: Hypertension and heart failure
Enalapril,0205051H0,Enalapril maleate with diuretic,2.5: Hypertension and heart failure
Encorafenib,0801050CM,Encorafenib,8.1: Cytotoxic drugs
Enoxaparin,0208010D0,Enoxaparin,2.8: Anticoagulants and protamine
Enoximone,0201020G0,Enoximone,2.1: Positive inotropic drugs
Entacapone,0409010V0,Entacapone,4.9: Drugs used in parkinsonism and related disorders
Entacapone,0409010X0,Levodopa/carbidopa/entacapone,4.9: Drugs used in parkinsonism and related disorders
Entecavir,0503030C0,Entecavir,5.3: Antiviral drugs
Entecavir,0503031B0,Entecavir,5.3: Antiviral drugs
Enzalutamide,0803042U0,Enzalutamide,8.3: Sex hormones and hormone antagonists in malignant disease
Ephedrine,0310000E0,Ephedrine hydrochloride,3.10: Systemic nasal decongestants
Ephedrine,0207020Z0,Ephedrine hydrochloride,2.7: Sympathomimetics and other vasoconstrictor drugs
Ephedrine,0301012F0,Ephedrine hydrochloride,3.1: Bronchodilators
Ephedrine,0304030G0,Ephedrine hydrochloride,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
Ephedrine,1202020C0,Ephedrine hydrochloride,12.2: Drugs acting on the nose
Ephedrine,0301040J0,Ephedrine sulfate,3.1: Bronchodilators
Ephedrine,0309020AA,Ibuprofen/pseudoephedrine hydrochloride,3.9: Cough preparations
Ephedrine,0310000N0,Pseudoephedrine hydrochloride,3.10: Systemic nasal decongestants
Ephedrine,0309020Q0,Pseudoephedrine hydrochloride combinations,3.9: Cough preparations
Ephedrine,0309020AF,Pseudoephedrine hydrochloride/dextromethorphan hydrobromide,3.9: Cough preparations
Ephedrine,0310000M0,Pseudoephedrine sulfate combinations,3.10: Systemic nasal decongestants
Eplerenone,0202030X0,Eplerenone,2.2: Diuretics
Epoprostenol,0208010E0,Epoprostenol sodium,2.8: Anticoagulants and protamine
Eprosartan,0205052W0,Eprosartan,2.5: Hypertension and heart failure
Eptifibatide,0209000X0,Eptifibatide,2.9: Antiplatelet drugs
Erdosteine,0307000Q0,Erdosteine,3.7: Mucolytics
Erenumab,0407042T0,Erenumab,4.7: Analgesics
Erenumab,0407041AC,Erenumab (old),4.7: Analgesics
Ergometrine,0701010L0,Ergometrine maleate,7.1: Drugs used in obstetrics
Ergotamine,0407041F0,Ergotamine tartrate,4.7: Analgesics
Erlotinib,0801050AE,Erlotinib,8.1: Cytotoxic drugs
Ertapenem,0501022B0,Ertapenem sodium,5.1: Antibacterial drugs
Ertugliflozin,0601023AX,Ertugliflozin,6.1: Drugs used in diabetes
Erythromycin,0501050C0,Erythromycin,5.1: Antibacterial drugs
Erythromycin,1103010I0,Erythromycin,11.3: Anti-infective eye preparations
Erythromycin,1306010I0,Erythromycin,13.6: Acne and rosacea
Erythromycin,0501050H0,Erythromycin ethylsuccinate,5.1: Antibacterial drugs
Erythromycin,0501050K0,Erythromycin lactobionate,5.1: Antibacterial drugs
Erythromycin,0501050N0,Erythromycin stearate,5.1: Antibacterial drugs
Escitalopram,0403030X0,Escitalopram,4.3: Antidepressant drugs
Eslicarbazepine,0408010AI,Eslicarbazepine acetate,4.8: Antiepileptic drugs
Esomeprazole,0103050E0,Esomeprazole,1.3: Antisecretory drugs and mucosal protectants
Estetrol,0703010T0,Drospirenone and Estetrol,7.3: Contraceptives
Estradiol,1306020C0,Co-cyprindiol (Cyprote acetate/ethinylestradiol),13.6: Acne and rosacea
Estradiol,0703010E0,Combined ethinylestradiol 20mcg,7.3: Contraceptives
Estradiol,0703010F0,Combined ethinylestradiol 30mcg,7.3: Contraceptives
Estradiol,0703010G0,Combined ethinylestradiol 35mcg,7.3: Contraceptives
Estradiol,0703010H0,Combined ethinylestradiol 50mcg,7.3: Contraceptives
Estradiol,0702010G0,Estradiol,7.2: Treatment of vaginal and vulval conditions
Estradiol,0604011G0,Estradiol,6.4: Sex Hormones
Estradiol,0604011AB,Estradiol Acetate,6.4: Sex Hormones
Estradiol,0604011J0,Estradiol and estriol with progestogen,6.4: Sex Hormones
Estradiol,0703010S0,Estradiol and nomegestrol,7.3: Contraceptives
Estradiol,0604011H0,"Estradiol, estriol and estrone",6.4: Sex Hormones
Estradiol,0703010R0,Estradiol valandestradiol valerate with dienogest,7.3: Contraceptives
Estradiol,0604011K0,Estradiol valerate,6.4: Sex Hormones
Estradiol,0604011L0,Estradiol with progestogen,6.4: Sex Hormones
Estradiol,0604011D0,Ethinylestradiol,6.4: Sex Hormones
Estradiol,0703011A0,Etonogestrel/ethinylestradiol,7.3: Contraceptives
Estradiol,0703010P0,Phased formulations of ethinylestradiol,7.3: Contraceptives
Estramustine,0801010J0,Estramustine phosphate,8.1: Cytotoxic drugs
Estrogen,0702010I0,Oestrogens conjugated,7.2: Treatment of vaginal and vulval conditions
Estrogen,0604011P0,Oestrogens conjugated,6.4: Sex Hormones
Estrogen,0604011AD,Oestrogens conjugated with bazedoxifene,6.4: Sex Hormones
Estrogen,0604011Q0,Oestrogens conjugated with progestogen,6.4: Sex Hormones
Estrone,0604011H0,"Estradiol, estriol and estrone",6.4: Sex Hormones
Estropipate,0604011R0,Estropipate,6.4: Sex Hormones
Etanercept,1001030D0,Etanercept,10.1: Drugs used in rheumatic diseases and gout
Ethambutol,0501090H0,Ethambutol hydrochloride,5.1: Antibacterial drugs
Ethanol,0213000F0,Ethanolamine oleate,2.13: Local sclerosants
Ethanolamine,0213000F0,Ethanolamine oleate,2.13: Local sclerosants
Ether,0504010AA,Artemether with lumefantrine,5.4: Antiprotozoal drugs
Ether,1311010U0,Solvent ether,"13.11: Skin cleansers,antiseptics and desloughing agents"
Ethinylestradiol,1306020C0,Co-cyprindiol (Cyprote acetate/ethinylestradiol),13.6: Acne and rosacea
Ethinylestradiol,0703010E0,Combined ethinylestradiol 20mcg,7.3: Contraceptives
Ethinylestradiol,0703010F0,Combined ethinylestradiol 30mcg,7.3: Contraceptives
Ethinylestradiol,0703010G0,Combined ethinylestradiol 35mcg,7.3: Contraceptives
Ethinylestradiol,0703010H0,Combined ethinylestradiol 50mcg,7.3: Contraceptives
Ethinylestradiol,0604011D0,Ethinylestradiol,6.4: Sex Hormones
Ethinylestradiol,0703011A0,Etonogestrel/ethinylestradiol,7.3: Contraceptives
Ethinylestradiol,0703010P0,Phased formulations of ethinylestradiol,7.3: Contraceptives
Ethionamide,0501090I0,Ethionamide,5.1: Antibacterial drugs
Ethosuximide,0408010I0,Ethosuximide,4.8: Antiepileptic drugs
Ethyl Nicotinate,1314000M0,Methyl nicotinate,13.14: Topical circulatory preparations
Ethyl Salicylate,1003020N0,Methyl salicylate,10.3: Drugs for soft-tissue disorders and topical pain relief
Ethyl Salicylate,1003020AE,Methyl salicylate/levomenthol,10.3: Drugs for soft-tissue disorders and topical pain relief
Etodolac,1001010E0,Etodolac,10.1: Drugs used in rheumatic diseases and gout
Etomidate,1501010C0,Etomidate,15.1: General anaesthesia
Etonogestrel,0703022P0,Etonogestrel,7.3: Contraceptives
Etonogestrel,0703011A0,Etonogestrel/ethinylestradiol,7.3: Contraceptives
Etoposide,0801040D0,Etoposide,8.1: Cytotoxic drugs
Etoricoxib,1001010AJ,Etoricoxib,10.1: Drugs used in rheumatic diseases and gout
Etravirine,0503010AF,Etravirine,5.3: Antiviral drugs
Everolimus,0801050AX,Everolimus,8.1: Cytotoxic drugs
Evolocumab,0212000AH,Evolocumab,2.12: Lipid-regulating drugs
Exemestane,0803041C0,Exemestane,8.3: Sex hormones and hormone antagonists in malignant disease
Exenatide,0601023Y0,Exenatide,6.1: Drugs used in diabetes
Ezetimibe,0212000AL,Bempedoic acid/Ezetimibe,2.12: Lipid-regulating drugs
Ezetimibe,0212000L0,Ezetimibe,2.12: Lipid-regulating drugs
Ezetimibe,0212000AC,Simvastatin and ezetimibe,2.12: Lipid-regulating drugs
Factor Vii,0211000I0,Dried factor VIII fraction,2.11: Antifibrinolytic drugs and haemostatics
Factor X,0211000U0,Dried factor XIII fraction,2.11: Antifibrinolytic drugs and haemostatics
Factor Xiii,0211000U0,Dried factor XIII fraction,2.11: Antifibrinolytic drugs and haemostatics
Famciclovir,0503021E0,Famciclovir,5.3: Antiviral drugs
Famotidine,0103010H0,Famotidine,1.3: Antisecretory drugs and mucosal protectants
Fampridine,1002010U0,Fampridine,10.2: Drugs used in neuromuscular disorders
Febuxostat,1001040V0,Febuxostat,10.1: Drugs used in rheumatic diseases and gout
Felbamate,0408010AA,Felbamate,4.8: Antiepileptic drugs
Felbinac,1003020M0,Felbinac,10.3: Drugs for soft-tissue disorders and topical pain relief
Felodipine,0206020F0,Felodipine,"2.6: Nitrates, calcium-channel blockers & other antianginal drugs"
Fenbufen,1001010F0,Fenbufen,10.1: Drugs used in rheumatic diseases and gout
Fenofibrate,0212000P0,Fenofibrate,2.12: Lipid-regulating drugs
Fenofibrate,0212000AJ,Fenofibrate/simvastatin,2.12: Lipid-regulating drugs
Fenoprofen,1001010G0,Fenoprofen,10.1: Drugs used in rheumatic diseases and gout
Fentanyl,1502010Z0,Bupivacaine hydrochloride and fentanyl citrate,15.2: Local anaesthesia
Fentanyl,0407020A0,Fentanyl,4.7: Analgesics
Fentanyl,1501043F0,Fentanyl citrate,15.1: General anaesthesia
Fenticonazole,0702020I0,Fenticonazole nitrate,7.2: Treatment of vaginal and vulval conditions
Fesoterodine,0704020AD,Fesoterodine fumarate,7.4: Drugs for genito-urinary disorders
Fexofenadine,0304010E0,Fexofenadine hydrochloride,"3.4: Antihistamines, hyposensitisation and allergic emergencies"
Fezolinetant,0705010A0,Fezolinetant,7.5: Other drugs for gynaecological conditions
Fidaxomicin,0501070AC,Fidaxomicin,5.1: Antibacterial drugs
Filgotinib,1001030AG,Filgotinib,10.1: Drugs used in rheumatic diseases and gout
Filgrastim,0901060I0,Filgrastim,9.1: Anaemias and some other blood disorders
Filgrastim,0901060Q0,Lipegfilgrastim,9.1: Anaemias and some other blood disorders
