inchi_key,atc_codes,chembl_id,drug_name
LHHCSNFAOIFYRV-DOVBMPENSA-N,['J05AP03'],CHEMBL218394,Boceprevir
CDMADVZSLOHIFP-UHFFFAOYSA-N,['S01AX07'],CHEMBL3833375,Borax
KGBXLFKZBHKPEV-UHFFFAOYSA-N,['S02AA03'],CHEMBL42403,Boric Acid
DTGKSKDOIYIVQL-UHFFFAOYSA-N,[],CHEMBL1097205,Borneol
GXJABQQUPOEUTA-RDJZCZTQSA-N,['L01XG01'],CHEMBL325041,Bortezomib
GJPICJJJRGTNOD-UHFFFAOYSA-N,['C02KX01'],CHEMBL957,Bosentan
UBPYILGKFZZVDX-UHFFFAOYSA-N,['L01EA04'],CHEMBL288441,Bosutinib
AAQOQKQBGPPFNS-UHFFFAOYSA-N,[],CHEMBL1199080,Bretylium
AILRADAXUVEEIR-UHFFFAOYSA-N,['L01ED04'],CHEMBL3545311,Brigatinib
XYLJNLCSTIOKRM-UHFFFAOYSA-N,"['S01GA07', 'S01EA05', 'D11AX21']",CHEMBL844,Brimonidine
HCRKCZRJWPKOAR-JTQLQIEISA-N,"['S01EC04', 'S01EC54']",CHEMBL220491,Brinzolamide
MSYKRHVOOPPJKU-BDAKNGLRSA-N,['N03AX23'],CHEMBL607400,Brivaracetam
VMIYHDSEFNYJSL-UHFFFAOYSA-N,['N05BA08'],CHEMBL277062,Bromazepam
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,['S01BC11'],CHEMBL1077,Bromfenac
OJGDCBLYJGHCIH-UHFFFAOYSA-N,['R05CB02'],CHEMBL253376,Bromhexine
OZVBMTJYIDMWIL-AYFBDAFISA-N,"['G02CB01', 'N04BC01']",CHEMBL493,Bromocriptine
ZDIGNSYAACHWNL-UHFFFAOYSA-N,"['R06AB51', 'R06AB01']",CHEMBL811,Brompheniramine
LVDKZNITIUWNER-UHFFFAOYSA-N,[],CHEMBL1408862,Bronopol
MOYGZHXDRJNJEP-UHFFFAOYSA-N,"['R06AE51', 'R06AE01']",CHEMBL1201271,Buclizine
VOVIALXJUBGFJZ-KWVAZRHASA-N,"['A07EA06', 'R03BA02', 'D07AC09', 'R01AD05']",CHEMBL1370,Budesonide
MXJWRABVEGLYDG-UHFFFAOYSA-N,"['M01AB17', 'M02AA09']",CHEMBL94394,Bufexamac
WQNDXLHKAMIGEX-WOAPPVHJSA-N,[],,Bulevirtide
MAEIEVLCKWDQJH-UHFFFAOYSA-N,['C03CA02'],CHEMBL1072,Bumetanide
LEBVLXFERQHONN-UHFFFAOYSA-N,"['N01BB01', 'N01BB51']",CHEMBL1098,Bupivacaine
RMRJXGBAOAMLHD-IHFGGWKQSA-N,[],CHEMBL560511,Buprenorphine
SNPPWIUOZRMYNY-UHFFFAOYSA-N,['N06AX12'],CHEMBL894,Bupropion
CUWODFFVMXJOKD-UVLQAERKSA-N,['L02AE01'],CHEMBL2110824,Buserelin
QWCRAEMEVRGPNT-UHFFFAOYSA-N,['N05BE01'],CHEMBL49,Buspirone
COVZYZSDYWQREU-UHFFFAOYSA-N,['L01AB01'],CHEMBL820,Busulphan
ABJKWBDEJIDSJZ-UHFFFAOYSA-N,['D01AE23'],CHEMBL990,Butenafine
CKWHSYRZDLWQFV-UHFFFAOYSA-N,[],CHEMBL1623049,Butethamate
STDBAQMTJLUMFW-UHFFFAOYSA-N,['N05CA03'],CHEMBL404422,Butobarbitone
IFKLAQQSCNILHL-QHAWAJNXSA-N,['N02AF01'],CHEMBL33986,Butorphanol
ALELTFCQZDXAMQ-UHFFFAOYSA-N,['N06AA15'],CHEMBL2110816,Butriptyline
IUWVALYLNVXWKX-UHFFFAOYSA-N,[],CHEMBL127516,Butyl Aminobenzoate
QYIYFLOTGYLRGG-GPCCPHFNSA-N,[],CHEMBL680,Cefaclor
BOEGTKLJZSQCCD-UEKVPHQBSA-N,['J01DB05'],CHEMBL1644,Cefadroxil
ZAIPMKNFIOOWCQ-UEKVPHQBSA-N,[],CHEMBL1727,Cefalexin
RTXOFQZKPXMALH-GHXIOONMSA-N,['J01DD15'],CHEMBL927,Cefdinir
HVFLCNVBZFFHBT-ZKDACBOMSA-N,['J01DE01'],CHEMBL186,Cefepime
DBPPRLRVDVJOCL-FQRUVTKNSA-N,['J01DI04'],CHEMBL3989974,Cefiderocol
OKBVVJOGVLARMR-QSWIMTSFSA-N,['J01DD08'],CHEMBL1541,Cefixime
GPRBEKHLDVQUJE-QSWIMTSFSA-N,['J01DD01'],CHEMBL1730,Cefotaxime
WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,['J01DC01'],CHEMBL996,Cefoxitin
DKOQGJHPHLTOJR-WHRDSVKCSA-N,['J01DE02'],CHEMBL65794,Cefpirome
WYUSVOMTXWRGEK-HBWVYFAYSA-N,['J01DD13'],CHEMBL1672,Cefpodoxime
WDLWHQDACQUCJR-ZAMMOSSLSA-N,[],CHEMBL276568,Cefprozil
SYLKGLMBLAAGSC-QLVMHMETSA-N,['J01DD03'],CHEMBL3351077,Cefsulodin
ZCCUWMICIWSJIX-NQJJCJBVSA-N,['J01DI02'],CHEMBL501122,Ceftaroline Fosamil
ORFOPKXBNMVMKC-DWVKKRMSSA-N,['J01DD02'],CHEMBL44354,Ceftazidime
UNJFKXSSGBWRBZ-BJCIPQKHSA-N,['J01DD14'],CHEMBL1605,Ceftibuten
NNULBSISHYWZJU-LLKWHZGFSA-N,['J01DD07'],CHEMBL528,Ceftizoxime
VOAZJEPQLGBXGO-SDAWRPRTSA-N,[],CHEMBL520642,Ceftobiprole
JHFNIHVVXRKLEF-DCZLAGFPSA-N,[],CHEMBL2103872,Ceftolozane
VAAUVRVFOQPIGI-SPQHTLEESA-N,"['J01DD04', 'J01DD54']",CHEMBL161,Ceftriaxone
JFPVXVDWJQMJEE-IZRZKJBUSA-N,"['J01DC02', 'S01AA27']",CHEMBL1436,Cefuroxime
RZEKVGVHFLEQIL-UHFFFAOYSA-N,"['M01AH01', 'L01XX33']",CHEMBL118,Celecoxib
JOATXPAWOHTVSZ-UHFFFAOYSA-N,['C07AB08'],CHEMBL27810,Celiprolol
FYGDTMLNYKFZSV-CSHPIKHBSA-N,[],,Cellulase
GFHAXPJGXSQLPT-VIFPVBQESA-N,['N03AX25'],CHEMBL3989949,Cenobamate
CZTQZXZIADLWOZ-CRAIPNDOSA-N,['J01DB02'],CHEMBL316157,Cephaloridine
XIURVHNZVLADCM-IUODEOHRSA-N,['J01DB03'],CHEMBL617,Cephalothin
OLVCFLKTBJRLHI-AXAPSJFSSA-N,['J01DC03'],CHEMBL1146,Cephamandole
RDLPVSKMFDYCOR-UEKVPHQBSA-N,['J01DB09'],CHEMBL1604,Cephradine
VERWOWGGCGHDQE-UHFFFAOYSA-N,['L01ED02'],CHEMBL2403108,Ceritinib
SEERZIQQUAZTOL-ANMDKAQQSA-N,['C10AA06'],CHEMBL1477,Cerivastatin
HTTJABKRGRZYRN-UHFFFAOYSA-N,[],,Certoparin
QDYLMAYUEZBUFO-UHFFFAOYSA-N,[],CHEMBL1624075,Cetalkonium
ZKLPARSLTMPFCP-UHFFFAOYSA-N,"['R06AE07', 'S01GX12']",CHEMBL1000,Cetirizine
UBHWBODXJBSFLH-UHFFFAOYSA-N,[],,Cetostearyl Alcohol
CXRFDZFCGOPDTD-UHFFFAOYSA-M,[],,Cetrimide
SBNPWPIBESPSIF-MHWMIDJBSA-N,['H01CC02'],CHEMBL1200490,Cetrorelix
BXWNKGSJHAJOGX-UHFFFAOYSA-N,[],CHEMBL706,Cetyl Alcohol
NEUSVAOJNUQRTM-UHFFFAOYSA-N,"['D09AA07', 'B05CA01', 'D08AJ03', 'R02AA06']",CHEMBL305906,Cetylpyridinium
RUDATBOHQWOJDD-BSWAIDMHSA-N,['A05AA01'],CHEMBL240597,Chenodeoxycholic Acid
RNFNDJAIBTYOQL-UHFFFAOYSA-N,['N05CC01'],CHEMBL455917,Chloral Hydrate
JCKYGMPEJWAADB-UHFFFAOYSA-N,['L01AA02'],CHEMBL515,Chlorambucil
WIIZWVCIJKGZOK-RKDXNWHRSA-N,"['S01AA01', 'S03AA08', 'D06AX02', 'G01AA05', 'S02AA01', 'D10AF03', 'J01BA01']",CHEMBL130,Chloramphenicol
OSASVXMJTNOKOY-UHFFFAOYSA-N,"['A04AD54', 'A04AD04']",CHEMBL1439973,Chlorbutol
BUCORZSTKDOEKQ-UHFFFAOYSA-N,[],,Chlordiazepoxide
GHXZTYHSJHQHIJ-UHFFFAOYSA-N,"['D08AC02', 'D09AA12', 'S01AX09', 'B05CA02', 'D08AC52', 'A01AB03', 'R02AA05', 'S02AA09', 'S03AA04']",CHEMBL790,Chlorhexidine
VUHJZBBCZGVNDZ-TTYLFXKOSA-N,[],CHEMBL1697830,Chlormadinone
PCLITLDOTJTVDJ-UHFFFAOYSA-N,"['N05CM02', 'N05CX04']",CHEMBL315795,Chlormethiazole
HAWPXGHAZFHHAD-UHFFFAOYSA-N,['L01AA05'],CHEMBL427,Chlormethine
WEQAYVWKMWHEJO-UHFFFAOYSA-N,"['M03BB72', 'M03BB52', 'M03BB02']",CHEMBL1200714,Chlormezanone
CFKMVGJGLGKFKI-UHFFFAOYSA-N,[],CHEMBL1230222,Chlorocresol
HEDRZPFGACZZDS-UHFFFAOYSA-N,['N01AB02'],CHEMBL44618,Chloroform
VDANGULDQQJODZ-UHFFFAOYSA-N,['N01BA04'],CHEMBL1179047,Chloroprocaine
WHTVZRBIWZFKQO-UHFFFAOYSA-N,['P01BA01'],CHEMBL76,Chloroquine
JBMKAUGHUNFTOL-UHFFFAOYSA-N,"['C03AA04', 'C03AH01']",CHEMBL842,Chlorothiazide
KFZXVMNBUMVKLN-UHFFFAOYSA-N,[],CHEMBL1441646,Chlorothymol
OSDLLIBGSJNGJE-UHFFFAOYSA-N,['D08AE05'],CHEMBL398440,Chloroxylenol
MXOAEAUPQDYUQM-UHFFFAOYSA-N,[],CHEMBL388751,Chlorphenesin
SOYKEARSMXGVTM-UHFFFAOYSA-N,"['R06AB54', 'R06AB04']",CHEMBL505,Chlorpheniramine
ZPEIMTDSQAKGNT-UHFFFAOYSA-N,['N05AA01'],CHEMBL71,Chlorpromazine
RKWGIWYCVPQPMF-UHFFFAOYSA-N,['A10BB02'],CHEMBL498,Chlorpropamide
WSPOMRSOLSGNFJ-AUWJEWJLSA-N,['N05AF03'],CHEMBL908,Chlorprothixene
GPTXWRGISTZRIO-UHFFFAOYSA-N,"['G01AC03', 'R02AA11', 'P01AA04', 'D08AH02']",CHEMBL224325,Chlorquinaldol
DHPRQBPJLMKORJ-XRNKAMNCSA-N,[],,Chlortetracycline
JIVPVXMEBJLZRO-UHFFFAOYSA-N,['C03BA04'],CHEMBL1055,Chlorthalidone
TZFWDZFKRBELIQ-UHFFFAOYSA-N,"['M03BB53', 'M03BB03', 'M03BB73']",CHEMBL1371,Chlorzoxazone
POJQWPZVKOFVHS-UHFFFAOYSA-M,[],,Cholestyramine
BHQCQFFYRZLCQQ-OELDTZBJSA-N,['A05AA03'],CHEMBL205596,Cholic Acid
OEYIOHPDSNJKLS-UHFFFAOYSA-N,[],CHEMBL920,Choline
SOELXOBIIIBLRJ-UHFFFAOYSA-M,[],,Choline Theophyllinate
KXKPYJOVDUMHGS-OSRGNVMNSA-N,[],CHEMBL5266347,Chondroitin Sulfate
XFOOPZIJVVDYHI-BQBZGAKWSA-N,[],CHEMBL1233255,Chorionic Gonadotrophin
VYZAMTAEIAYCRO-UHFFFAOYSA-N,[],,Chromium
XXAXVMUWHZHZMJ-UHFFFAOYSA-N,[],CHEMBL1205542,Chymopapain
CFYIUBWVKZQDOG-UHFFFAOYSA-N,[],,Chymotrypsin
HGBLNBBNRORJKI-WCABBAIRSA-N,[],CHEMBL1200356,Ciclacillin
LUKZNWIVRBCLON-GXOBDPJESA-N,"['R03BA08', 'R01AD13']",CHEMBL2040682,Ciclesonide
VWFCHDSQECPREK-LURJTMIESA-N,[],CHEMBL152,Cidofovir
DHSUYTOATWAVLW-WFVMDLQDSA-N,[],CHEMBL766,Cilastatin
HHHKFGXWKKUNCY-FHWLQOOXSA-N,['C09AA08'],CHEMBL515606,Cilazapril
RRGUKTPIGVIEKM-UHFFFAOYSA-N,['B01AC23'],CHEMBL799,Cilostazol
AQIXAKUUQRKLND-UHFFFAOYSA-N,"['A02BA51', 'A02BA01']",CHEMBL30,Cimetidine
VDHAWDNDOKGFTD-MRXNPFEDSA-N,['H05BX01'],CHEMBL1201284,Cinacalcet
PUFQVTATUTYEAL-UHFFFAOYSA-N,"['S02DA04', 'S01HA06', 'D04AB02', 'N01BB06', 'C05AD04']",CHEMBL1086,Cinchocaine
WEEGYLXZBRQIMU-UHFFFAOYSA-N,['R05CA13'],CHEMBL485259,Cineole
KJPRLNWUNMBNBZ-QPJJXVBHSA-N,[],CHEMBL293492,Cinnamaldehyde
OOCCDEMITAIZTP-QPJJXVBHSA-N,[],CHEMBL324794,Cinnamyl Alcohol
DERZBLKQOCDDDZ-JLHYYAGUSA-N,"['N07CA02', 'N07CA52']",CHEMBL43064,Cinnarizine
VDUWPHTZYNWKRN-UHFFFAOYSA-N,['J01MB06'],CHEMBL1208,Cinoxacin
KPSRODZRAIWAKH-UHFFFAOYSA-N,['C10AB08'],CHEMBL557555,Ciprofibrate
MYSWGUAQZAJSOK-UHFFFAOYSA-N,"['J01MA02', 'S03AA07', 'S01AE03', 'S02AA15']",CHEMBL8,Ciprofloxacin
DCSUBABJRXZOMT-IRLDBZIGSA-N,[],CHEMBL560739,Cisapride
YXSLJKQTIDHPOT-LJCJQEJUSA-N,['M03AC11'],CHEMBL1201248,Cisatracurium
LXZZYRPGZAFOLE-UHFFFAOYSA-L,[],,Cisplatin
WSEQXVZVJXJVFP-UHFFFAOYSA-N,['N06AB04'],CHEMBL549,Citalopram
KRKNYBCHXYNGOX-UHFFFAOYSA-N,['A09AB04'],CHEMBL1261,Citric Acid
PTOAARAWEBMLNO-KVQBGUIXSA-N,"['L01BB04', 'L04AA40']",CHEMBL1619,Cladribine
AGOYDEPGAOXOCK-KCBOHYOISA-N,['J01FA09'],CHEMBL1741,Clarithromycin
HZZVJAQRINQKSD-PBFISZAISA-N,[],CHEMBL777,Clavulanic Acid
YNNUSGIPVFPVBX-NHCUHLMSSA-N,"['R06AA54', 'R06AA04', 'D04AA14']",CHEMBL1626,Clemastine
CJXAEXPPLWQRFR-UHFFFAOYSA-N,[],CHEMBL1407943,Clemizole
STJMRWALKKWQGH-UHFFFAOYSA-N,"['R03AC14', 'R03CC13']",CHEMBL49080,Clenbuterol
HOOSGZJRQIVJSZ-UHFFFAOYSA-N,[],CHEMBL620,Clidinium
KDLRVYVGXIQJDK-AWPVFWJPSA-N,"['G01AA10', 'D10AF01', 'J01FF01']",CHEMBL1753,Clindamycin
QCDFBFJGMNKBDO-UHFFFAOYSA-N,"['D09AA10', 'P01AA02', 'P01AA52', 'S02AA05', 'G01AC02', 'D08AH30']",CHEMBL497,Clioquinol
CXOXHMZGEKVPMT-UHFFFAOYSA-N,['N05BA09'],CHEMBL70418,Clobazam
FCSHDIVRCWTZOX-DVTGEIKXSA-N,[],CHEMBL1201362,Clobetasol
XXIFVOHLGBURIG-OZCCCYNHSA-N,[],,Clobetasone
ACSIXWWBWUQEHA-UHFFFAOYSA-N,['M05BA02'],CHEMBL12318,Clodronic Acid
WDDPHFBMKLOVOX-AYQXTPAHSA-N,['L01BB06'],CHEMBL1750,Clofarabine
WDQPAMHFFCXSNU-UHFFFAOYSA-N,[],,Clofazimine
KNHUKKLJHYUCFP-UHFFFAOYSA-N,['C10AB01'],CHEMBL565,Clofibrate
GKIRPKYJQBWNGO-QPLCGJKRSA-N,[],CHEMBL167779,Clomifene
GDLIGKIOYRNHDA-UHFFFAOYSA-N,['N06AA04'],CHEMBL415,Clomipramine
BXTHDFJCJQJHKD-KMVLDZISSA-N,[],,Clomocycline
DGBIGWXXNGSACT-UHFFFAOYSA-N,['N03AE01'],CHEMBL452,Clonazepam
GJSURZIOUXUGAL-UHFFFAOYSA-N,"['C02AC01', 'N02CX02', 'S01EA04']",CHEMBL134,Clonidine
LBXHRAWDUMTPSE-AOOOYVTPSA-N,[],CHEMBL1605650,Clopamide
GKTWGGQPFAXNFI-HNNXBMFYSA-N,['B01AC04'],CHEMBL1771,Clopidogrel
VNFPBHJOKIVQEB-UHFFFAOYSA-N,"['A01AB18', 'G01AF02', 'D01AC01']",CHEMBL104,Clotrimazole
LQOLIRLGBULYKD-JKIFEVAISA-N,['J01CF02'],CHEMBL891,Cloxacillin
QZUDBNBUXVUHMW-UHFFFAOYSA-N,['N05AH02'],CHEMBL42,Clozapine
PBKVEOSEPXMKDN-LZHUFOCISA-N,"['C04AE01', 'C04AE51']",CHEMBL2311030,Co-Dergocrine Mesylate
GVPFVAHMJGGAJG-UHFFFAOYSA-L,[],,Cobalt Chloride
KTVIXTQDYHMGHF-UHFFFAOYSA-L,[],,Cobalt Sulphate
ZCIGNRJZKPOIKD-CQXVEOKZSA-N,['V03AX03'],CHEMBL2095208,Cobicistat
BSMCAPRUBJMWDF-KRWDZBQOSA-N,['L01EE02'],CHEMBL2146883,Cobimetinib
OROGSEYTTFOCAN-DNJOTXNNSA-N,"['N02AA59', 'N02AA79', 'R05DA04']",CHEMBL485,Codeine
IAKHMKGGTNLKSZ-INIZCTEOSA-N,['M04AC01'],CHEMBL107,Colchicine
VTAKZNRDSPNOAU-UHFFFAOYSA-M,[],,Colesevelam
GMRWGQCZJGVHKL-UHFFFAOYSA-N,[],,Colestipol
YKQOSKADJPQZHB-QNPLFGSASA-N,[],CHEMBL499783,Colistin
YRQNKMKHABXEJZ-UHFFFAOYSA-N,[],,Collagenase
GBONBLHJMVUBSJ-FAUHKOHMSA-N,[],CHEMBL2107324,Corticorelin
IDLFZVILOHSSID-OVLDLUHVSA-N,[],,Corticotrophin
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,[],CHEMBL1499,Cortisone
KTEIFNKAUNYNJU-GFCCVEGCSA-N,['L01ED01'],CHEMBL601719,Crizotinib
IMZMKUWMOSJXDT-UHFFFAOYSA-N,"['R03BC01', 'R01AC01', 'A07EB01', 'D11AH03', 'R01AC51', 'S01GX01', 'S01GX51']",CHEMBL428880,Cromoglycic Acid
DNTGGZPQPQTDQF-XBXARRHUSA-N,[],CHEMBL1200709,Crotamiton
LSAMUAYPDHUBQD-RMKNXTFCSA-N,[],CHEMBL2104177,Crotethamide
KKCXRELNMOYFLS-UHFFFAOYSA-N,[],,Cupric Oxide
VFLDPWHFBUODDF-FCXRPNKRSA-N,[],CHEMBL140,Curcuma
XZMCDFZZKTWFGF-UHFFFAOYSA-N,[],CHEMBL56279,Cyanamide
WZHCOOQXZCIUNC-UHFFFAOYSA-N,['C04AX01'],CHEMBL1480987,Cyclandelate
UVKZSORBKUEBAZ-UHFFFAOYSA-N,"['R06AE53', 'R06AE03']",CHEMBL648,Cyclizine
WTYGAUXICFETTC-UHFFFAOYSA-N,['N05CA10'],CHEMBL268164,Cyclobarbitone
JURKNVYFZMSNLP-UHFFFAOYSA-N,['M03BX08'],CHEMBL669,Cyclobenzaprine
GVOUFPWUYJWQSK-UHFFFAOYSA-N,['G03GB01'],CHEMBL141305,Cyclofenil
BKYKPTRYDKTTJY-UHFFFAOYSA-N,['C03AA07'],CHEMBL1373254,Cyclopenthiazide
SKYSRIRYMSLOIN-UHFFFAOYSA-N,"['S01FA54', 'S01FA04']",CHEMBL1201338,Cyclopentolate
CMSMOCZEIVJLDB-UHFFFAOYSA-N,[],CHEMBL88,Cyclophosphamide
DYDCUQKUCUHJBH-UWTATZPHSA-N,['J04AB01'],CHEMBL771,Cycloserine
PMATZTZNYRCHOR-CGLBZJNRSA-N,"['S01XA18', 'L04AD01']",CHEMBL160,Cyclosporin
JJCFRYNCJDLXIK-UHFFFAOYSA-N,['R06AX02'],CHEMBL516,Cyproheptadine
DUSHUSLJJMDGTE-ZJPMUUANSA-N,[],CHEMBL142130,Cyproterone
XUJNEKJLAYXESH-REOHCLBHSA-N,[],CHEMBL863,Cysteine
LEVWYRKDKASIDU-IMJSIDKUSA-N,[],CHEMBL590540,Cystine
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,['L01BC01'],CHEMBL803,Cytarabine
ANJTVLIZGCUXLD-DTWKUNHWSA-N,['N07BA04'],CHEMBL497939,Cytisine
YBSJFWOBGCMAKL-UHFFFAOYSA-N,[],CHEMBL48361,Dabigatran
BFSMGDJOXZAERB-UHFFFAOYSA-N,['L01EC02'],CHEMBL2028663,Dabrafenib
FDKXTQMXEQVLRF-ZHACJKMWSA-N,['L01AX04'],CHEMBL476,Dacarbazine
FKRSSPOQAMALKA-CUPIEXAXSA-N,['J05AP07'],CHEMBL2023898,Daclatasvir
LVXJQMNHJWSHET-AATRIKPKSA-N,[],CHEMBL2110732,Dacomitinib
RJURFGZVJUQBHK-IIXSONLDSA-N,['L01DA01'],CHEMBL1554,Dactinomycin
KGPGQDLTDHGEGT-SZUNQUCBSA-N,['J01XA04'],CHEMBL3301669,Dalbavancin
SUYRLXYYZQTJHF-VMBLUXKRSA-N,[],CHEMBL1200937,Dalfopristin
HTTJABKRGRZYRN-UHFFFAOYSA-N,[],,Dalteparin
POZRVZJJTULAOH-LHZXLZLDSA-N,['G03XA01'],CHEMBL1479,Danazol
QBPFLULOKWLNNW-UHFFFAOYSA-N,"['A06AB53', 'A06AB03']",CHEMBL53418,Danthron
OZOMQRBLCMDCEG-VIZOYTHASA-N,['M03CA01'],CHEMBL1201288,Dantrolene
JVHXJTBJCFBINQ-ADAARDCZSA-N,['A10BK01'],CHEMBL429910,Dapagliflozin
USRHYDPUVLEVMC-FQEVSTJZSA-N,['G04BX14'],CHEMBL2110900,Dapoxetine
MQJKPEGWNLWLTK-UHFFFAOYSA-N,"['J04BA02', 'D10AX05']",CHEMBL1043,Dapsone
DOAKLVKFURWEDJ-QCMAZARJSA-N,[],CHEMBL4744444,Daptomycin
NBGABHGMJVIVBW-QHCPKHFHSA-N,[],CHEMBL4297590,Daridorexant
HXGBXQDTNZMWGS-RUZDIDTESA-N,['G04BD10'],CHEMBL1346,Darifenacin
BLIJXOOIHRSQRB-PXYINDEMSA-N,['L02BB06'],CHEMBL4297185,Darolutamide
CJBJHOAVZSMMDJ-HEXNFIEUSA-N,['J05AE10'],CHEMBL1323,Darunavir
NBRBXGKOEOGLOI-UHFFFAOYSA-N,['J05AP09'],CHEMBL3137312,Dasabuvir
ZBNZXTGUTAYRHI-UHFFFAOYSA-N,['L01EA02'],CHEMBL1421,Dasatinib
STQGQHZAVUOBTE-VGBVRHCVSA-N,['L01DB02'],CHEMBL178,Daunorubicin
JWPGJSVJDAJRLW-UHFFFAOYSA-N,['C02CC04'],CHEMBL169901,Debrisoquine
XAUDJQYHKZQPEU-KVQBGUIXSA-N,['L01BC08'],CHEMBL1201129,Decitabine
NZJXADCEESMBPW-UHFFFAOYSA-N,[],,Decyl Methyl Sulphoxide
BOFQWVMAQOTZIW-UHFFFAOYSA-N,['V03AC03'],CHEMBL550348,Deferasirox
TZXKOCQBRNJULO-UHFFFAOYSA-N,['V03AC02'],CHEMBL70927,Deferiprone
JNWFIPVDEINBAI-UHFFFAOYSA-N,[],CHEMBL3674153,Defibrotide
FBHSPRKOSMHSIF-GRMWVWQJSA-N,['H02AB13'],CHEMBL1201891,Deflazacort
MEUCPCLKGZSHTA-XYAYPHGZSA-N,['L02BX02'],CHEMBL415606,Degarelix
OHXPGWPVLFPUSM-KLRNGDHRSA-N,[],CHEMBL514446,Dehydrocholic Acid
DYDCPNMLZGFQTM-UHFFFAOYSA-N,['J01MA23'],CHEMBL2105637,Delafloxacin
XDAOLTSRNUSPPH-XMMPIXPASA-N,['J04AK06'],CHEMBL218650,Delamanid
WHBIGIKBNXZKFE-UHFFFAOYSA-N,['J05AG02'],CHEMBL593,Delavirdine
CHIFCDOIPRCHCF-UHFFFAOYSA-N,[],CHEMBL268254,Delorazepam
GUXHBMASAHGULD-SEYHBJAFSA-N,[],,Demeclocycline
KXGVEGMKQFWNSR-LLQZFEROSA-N,['D11AX24'],CHEMBL406393,Deoxycholic Acid
BXTJCSYMGFJEID-XMTADJHZSA-N,[],,Depatuxizumab Mafodotin
ZWPODSUQWXAZNC-YOFSQIOKSA-N,[],CHEMBL1622878,Deptropine
PCSWXVJAIHCTMO-UHFFFAOYSA-P,"['G01AC05', 'D08AH01', 'R02AA02']",CHEMBL333826,Dequalinium
UBQYURCVBFRUQT-UHFFFAOYSA-N,['V03AC01'],CHEMBL556,Desferrioxamine
DPYMFVXJLLWWEU-UHFFFAOYSA-N,['N01AB07'],CHEMBL1200733,Desflurane
HCYAFALTSJYZDH-UHFFFAOYSA-N,['N06AA01'],CHEMBL72,Desipramine
JAUOIFJMECXRGI-UHFFFAOYSA-N,['R06AX27'],CHEMBL1172,Desloratadine
NFLWUMRGJYTJIN-PNIOQBSNSA-N,['H01BA02'],CHEMBL1429,Desmopressin
RPLCPCMSCLEKRS-BPIQYHPVSA-N,['G03AC09'],CHEMBL1533,Desogestrel
UREBDLICKHMUKA-CXSFZGCWSA-N,"['A01AC02', 'R01AD03', 'S02BA06', 'S03BA01', 'D07AB19', 'D10AA03', 'S01CB01', 'C05AA09', 'D07XB05', 'H02AB02', 'S01BA01']",CHEMBL384467,Dexamethasone
KWTSXDURSIMDCE-QMMMGPOBSA-N,['N06BA02'],CHEMBL612,Dexamphetamine
DBGIVFWFUFKIQN-VIFPVBQESA-N,['A08AA04'],CHEMBL248702,Dexfenfluramine
HEFNNWSXXWATRW-JTQLQIEISA-N,['M01AE14'],CHEMBL175,Dexibuprofen
DKYWVDODHFEZIM-NSHDSACASA-N,"['M01AE17', 'M02AA27']",CHEMBL75435,Dexketoprofen
CUHVIMMYOGQXCV-NSHDSACASA-N,['N05CM18'],CHEMBL778,Dexmedetomidine
SNPLKNRPJHDVJA-ZETCQYMHSA-N,"['D03AX03', 'A11HA30', 'S01XA12']",CHEMBL1200979,Dexpanthenol
BMKDZUISNHGIBY-ZETCQYMHSA-N,['V03AF02'],CHEMBL1738,Dexrazoxane
FZWBNHMXJMCXLU-UHFFFAOYSA-N,[],,Dextran
MKXZASYAUGDDCJ-NJAFHUGGSA-N,"['N07XX59', 'R05DA09']",CHEMBL52440,Dextromethorphan
INUNXTSAACVKJS-OAQYLSRUSA-N,[],CHEMBL2365707,Dextromoramide
XLMALTXPSGQGBX-GCJKJVERSA-N,['N02AC04'],CHEMBL1213351,Dextropropoxyphene
GVGLGOZIDCSQPN-PVHGPHFFSA-N,[],CHEMBL459324,Diamorphine
AAOVKJBEBIDNHE-UHFFFAOYSA-N,['N05BA01'],CHEMBL12,Diazepam
GDLBFKVLRPITMI-UHFFFAOYSA-N,"['V03AH01', 'C02DA01']",CHEMBL181,Diazoxide
GMJFVGRUYJHMCO-UHFFFAOYSA-N,"['D08AC01', 'S01AX14']",CHEMBL30044,Dibrompropamidine
ATKXDQOHNICLQW-UHFFFAOYSA-N,['N05CC04'],CHEMBL1697834,Dichloralphenazone
DBHODFSFBXJZNY-UHFFFAOYSA-N,['R02AA03'],CHEMBL3184437,Dichlorobenzyl Alcohol
PXBRQCKWGAHEHS-UHFFFAOYSA-N,[],CHEMBL2106634,Dichlorodifluoromethane
MDNWOSOZYLHTCG-UHFFFAOYSA-N,['P02DX02'],CHEMBL33845,Dichlorophen
GJQPMPFPNINLKP-UHFFFAOYSA-N,['S01EC02'],CHEMBL17,Dichlorphenamide
DCOPUUMXTXDBNB-UHFFFAOYSA-N,"['M01AB55', 'S01BC03', 'D11AX18', 'M01AB05', 'M02AA15']",CHEMBL139,Diclofenac
