Isotope_Atom,atom_chiral_undef,cid,Log P_Xlogp3,Heavy_Atom,Compound Complexity_N/A,bond_chiral_undef,charge,Topological_Polar Surface Area,atom_chiral_def,bond_chiral_def,Molecular Weight_N/A,Weight_Monoisotopic,Covalent_Unit,Count_Hydrogen Bond Acceptor,Count_Hydrogen Bond Donor,Mass_Exact,Count_Rotatable Bond
0,0,13559281,2.9,32,877,0,0,57.6,5,0,433.6,433.26169398,1,4,1,433.26169398,3
0,0,11519070,4.7,32,543,0,1,29.5,0,0,428.6,428.258954327,1,2,1,428.258954327,8
0,0,5634,3.9,13,141,0,0,37.3,0,0,184.27,184.146329876,1,2,1,184.146329876,9
0,0,58557659,2.7,27,561,0,0,78.3,2,0,380.4,380.15724374,1,6,2,380.15724374,3
0,0,1174,-1.1,8,161,0,0,58.2,0,0,112.09,112.027277375,1,2,2,112.027277375,0
0,0,1176,-1.4,4,29,0,0,69.1,0,0,60.056,60.032362755,1,1,2,60.032362755,0
0,0,31294,N/A,6,29,0,0,110,0,0,94.07,94.03784206,2,3,4,94.03784206,0
0,0,75409771,-1.5,67,1790,0,0,427,10,0,980.2,979.42555890,1,15,12,979.42555890,15
0,0,33309,2.9,21,382,0,0,108,0,0,302.35,302.08374688,1,5,2,302.08374688,4
0,0,31401,4.9,28,605,0,0,77.8,10,0,392.6,392.29265975,1,4,3,392.29265975,4
0,0,56649692,N/A,20,370,0,0,124,2,0,297.14,297.0842240,1,6,3,297.0842240,5
0,0,135398742,-0.9,23,483,0,0,147,1,0,324.34,324.15460314,1,7,3,324.15460314,8
0,0,119607,2.6,22,462,0,0,94.6,0,0,314.4,314.07251349,1,5,1,314.07251349,3
0,1,135413535,-1.5,25,528,0,0,167,1,0,354.36,354.16516782,1,8,4,354.16516782,9
0,0,6287,-2.3,8,90.4,0,0,63.3,1,0,117.15,117.078978594,1,3,2,117.078978594,2
0,0,3121,2.8,10,93.4,0,0,37.3,0,0,144.21,144.115029749,1,2,1,144.115029749,5
0,0,60846,4.4,32,608,0,0,112,1,0,435.5,435.22703980,1,6,2,435.22703980,10
0,0,14969,-2.6,101,2960,0,0,530,18,0,1449.2,1447.4301997,1,26,19,1447.4301997,13
0,0,3081361,4.9,30,539,0,0,59.5,0,0,475.4,474.10667,1,7,1,474.10667,6
0,0,135400189,2.5,34,854,0,0,118,0,0,488.6,488.22057470,1,8,1,488.22057470,8
0,2,170361,0.8,16,254,0,0,37.8,0,0,211.26,211.110947427,1,3,1,211.110947427,0
0,0,39765,6.5,40,958,0,1,55.8,10,0,557.8,557.43183330,1,5,0,557.43183330,6
0,0,11960529,0.5,18,348,0,0,83.8,1,0,244.29,244.13241115,1,3,3,244.13241115,2
0,0,32051,N/A,1,0,0,2,0,0,0,65.4,63.929142,1,0,0,63.929142,0
0,0,67683363,6.2,65,1690,0,0,193,6,0,883.0,882.40646071,1,10,4,882.40646071,13
0,0,42611257,5,33,790,0,0,100,0,0,489.9,489.0725466,1,7,2,489.0725466,7
0,0,49846579,8.2,61,1640,0,0,183,0,0,868.4,867.3180958,1,11,3,867.3180958,12
0,1,5656,2.9,20,279,0,0,32.7,0,0,277.4,277.204179104,1,3,1,277.204179104,5
0,1,2520,3.8,33,606,0,0,64,0,0,454.6,454.28315770,1,6,0,454.28315770,13
0,0,54674461,1.5,31,622,0,0,147,0,0,426.4,426.13642811,1,10,3,426.13642811,5
0,0,9930049,2.9,25,394,0,0,51.2,3,0,349.5,349.22530847,1,5,1,349.22530847,7
0,0,21704,-1.1,19,335,0,0,140,4,0,267.24,267.09675391,1,8,4,267.09675391,2
0,1,5665,-2.2,9,112,0,0,63.3,0,0,129.16,129.078978594,1,3,2,129.078978594,4
0,0,10184665,3.8,32,466,0,0,91.2,1,0,486.4,485.1735785,1,6,4,485.1735785,16
0,0,6918314,4,33,729,0,0,102,0,0,441.5,441.21647512,1,5,2,441.21647512,7
0,2,6918537,0.9,22,523,0,0,76.4,1,0,303.4,303.19467705,1,4,2,303.19467705,3
0,1,5666,1.5,17,213,0,0,39.7,0,0,237.29,237.13649347,1,4,1,237.13649347,5
0,0,13342,3.7,59,1700,0,0,154,9,0,811.0,810.42037944,1,12,3,810.42037944,10
0,0,71203,3,22,492,0,0,25.2,2,0,294.4,294.173213330,1,2,0,294.173213330,1
0,0,15376,2.9,26,598,0,0,54.7,3,0,354.4,354.19434270,1,4,1,354.19434270,3
0,0,5978,2.8,60,1750,0,0,171,9,0,825.0,824.39964400,1,12,3,824.39964400,10
0,0,40839,2.7,55,1570,0,0,165,9,0,753.9,753.41014911,1,10,5,753.41014911,7
0,0,10629256,4.4,59,1720,0,0,134,9,0,816.9,816.39097102,1,13,2,816.39097102,10
0,0,5311497,3.6,57,1690,0,0,134,8,0,778.9,778.39416469,1,11,2,778.39416469,10
0,0,443955,4.1,26,617,0,0,34.5,2,0,350.5,350.199428076,1,3,0,350.199428076,4
0,0,24776445,3.8,27,625,0,0,84.5,0,0,421.3,420.0102189,1,4,1,420.0102189,4
0,0,6918486,7.9,86,2380,0,0,279,12,1,1214.6,1213.84136802,1,12,5,1213.84136802,16
0,0,121494123,-9.1,456,20400,0,0,2960,70,0,7165,7160.0328301,1,162,44,7162.0395398,156
0,0,71616,1.5,25,448,0,0,76.7,2,0,349.31,349.11504457,1,8,1,349.11504457,5
0,0,9966051,4.2,21,316,0,0,40.6,0,0,298.4,298.15036988,1,3,1,298.15036988,3
0,0,89921642,5.9,60,1780,0,0,204,8,0,868.9,868.34526108,1,15,3,868.34526108,9
0,1,54678486,2.7,23,501,0,0,63.6,0,0,308.3,308.10485899,1,4,1,308.10485899,4
0,1,155774,-0.6,24,358,0,0,103,0,0,339.39,339.17942091,1,6,4,339.17942091,8
1,0,66376,N/A,1,0,0,0,0,0,0,132.90591,132.90591,1,0,0,132.90591,0
0,0,26618,2.9,23,526,0,0,118,0,0,354.8,354.0441058,1,5,3,354.0441058,3
0,0,5709,3.2,18,302,0,0,24.4,0,0,244.37,244.193948774,1,1,1,244.193948774,3
0,0,8969,2.9,26,555,0,0,65.6,5,0,354.4,354.19434270,1,4,2,354.19434270,2
1,0,104760,N/A,1,0,0,0,0,0,0,89.907142,89.907142,1,0,0,89.907142,0
0,0,5717,5.5,41,1010,0,0,124,0,0,575.7,575.20900695,1,6,2,575.20900695,9
0,0,24066,-1.3,15,327,0,0,88.2,2,0,211.22,211.09569129,1,3,2,211.09569129,2
0,0,5719,1,23,487,0,0,74.3,0,0,305.33,305.12766012,1,4,0,305.12766012,3
0,0,60855,-3.2,23,518,0,0,201,5,0,332.31,332.13319899,1,8,7,332.13319899,6
0,0,135565884,3.5,35,756,0,0,102,1,0,471.5,471.22703980,1,5,2,471.22703980,6
0,0,16135415,-14,177,5480,0,0,1310,22,0,2639.2,2637.0983357,1,46,42,2638.1016905,40
0,0,35370,0,19,484,0,0,93.2,3,0,267.24,267.09675391,1,6,2,267.09675391,3
0,0,23994,N/A,1,0,0,0,0,0,0,65.4,63.929142,1,0,0,63.929142,0
0,0,19005,N/A,5,18.8,0,0,63.2,0,0,125.4,123.913886,2,3,0,123.913886,0
0,0,60854,4,28,573,0,0,76.7,0,0,412.9,412.1124602,1,5,1,412.1124602,4
0,0,68740,-4.3,16,327,0,0,153,0,0,272.09,271.99632466,1,8,5,271.99632466,4
0,0,60857,2.2,21,375,0,0,57.4,1,0,287.36,287.16337692,1,3,2,287.16337692,5
0,0,5732,2.5,23,417,0,0,37.6,0,0,307.4,307.168462302,1,2,0,307.168462302,3
0,0,5733,2.8,20,379,0,0,59.3,0,0,291.73,291.0662210,1,3,1,291.0662210,4
0,0,5734,0.2,14,298,0,0,94.6,0,0,212.23,212.02556330,1,5,1,212.02556330,2
0,1,5735,0.5,27,573,0,0,91.8,0,0,388.8,388.1050661,1,7,0,388.1050661,3
0,0,5736,4.8,22,401,0,0,37.8,0,0,331.9,331.0797631,1,3,0,331.0797631,4
0,0,5311507,4.3,27,509,0,0,52,0,1,401.0,400.1376123,1,4,1,400.1376123,5
5.6,133,0,0,0,6,0,3,1,20,311,332.5,8447,331.95703296,0,0,0,331.95703296
1.5,47.6,0,0,0,2,2,2,1,10,208,265.93,23623795,265.88772,0,0,0,263.88977
2.4,69.4,0,0,0,2,0,0,1,10,158,167.3,697993,166.98634151,0,1,0,166.98634151
0.9,102,0,0,0,6,0,4,1,21,414,286.33,441300,286.15420922,0,3,2,286.15420922
3.8,75,0,0,0,9,0,7,1,37,723,506.6,46220502,506.27179938,0,1,0,506.27179938
4.6,33.1,0,0,0,2,0,1,1,26,636,349.5,132971,349.240564612,0,1,6,349.240564612
1.7,99.4,0,0,0,6,0,6,1,22,474,323.42,78323835,323.14159610,0,2,0,323.14159610
3,119,0,0,0,6,0,4,1,35,845,465.5,71226662,465.19132300,0,2,1,465.19132300
-1.2,91.9,0,0,0,4,0,4,1,11,215,181.21,71158,181.04087901,0,2,0,181.04087901
-8.5,321,0,0,0,19,1,9,1,44,962,645.6,41774,645.24801352,0,14,18,645.24801352
1.7,87.7,0,0,0,5,1,10,1,24,400,336.4,1978,336.20490738,0,3,0,336.20490738
4.3,75.6,0,0,0,5,0,7,1,23,411,354.2,71771,353.0221633,0,2,0,353.0221633
4.2,94.8,0,0,0,6,0,7,1,29,620,415.8,1981,415.0822650,0,1,0,415.0822650
N/A,934,0,0,0,54,0,16,15,178,412,2508.6,76959346,2508.1557816,0,22,0,2507.1524268
-0.3,152,0,0,0,7,0,2,1,13,297,222.3,1986,221.98813241,0,2,0,221.98813241
-0.2,37.3,0,0,0,2,0,0,1,4,31,60.05,176,60.021129366,0,1,0,60.021129366
2.4,101,0,0,0,4,0,4,1,22,498,324.4,1989,324.11437830,0,2,0,324.11437830
0.2,26.3,1,0,0,2,0,4,1,10,115,146.21,187,146.118103753,0,0,0,146.118103753
0.4,67.4,0,0,0,4,0,3,1,10,148,163.20,12035,163.03031432,0,3,1,163.03031432
-1,75.7,0,0,0,4,0,1,1,11,162,154.12,5310993,154.03784206,0,1,0,154.03784206
6.1,46.5,0,4,0,3,0,6,1,24,539,326.4,5284513,326.18819469,0,1,0,326.18819469
4.7,112,1,0,0,6,0,10,1,33,647,484.7,11434515,484.16162579,0,1,1,484.16162579
1.6,53.4,0,2,0,4,0,6,1,26,514,348.4,5284514,348.183778013,0,1,0,348.183778013
0.6,70.5,0,0,0,5,0,3,1,22,482,294.30,287180,294.10044231,0,1,0,294.10044231
-1.9,115,0,0,0,5,0,4,1,16,308,225.20,135398513,225.08618923,0,3,0,225.08618923
7.7,46.5,0,0,0,3,0,4,1,31,644,412.5,60164,412.20384475,0,1,0,412.20384475
-2,136,0,0,0,8,0,5,1,18,327,273.19,60172,273.06269088,0,3,0,273.06269088
-0.1,80.5,0,0,0,4,0,0,1,10,127,135.13,190,135.05449518,0,2,0,135.05449518
-1.1,140,0,0,0,8,0,2,1,19,335,267.24,60961,267.09675391,0,4,4,267.09675391
2.7,163,0,0,0,9,1,10,1,32,756,465.5,441397,465.15697138,0,2,4,465.15697138
-1,63.3,0,0,0,3,1,4,1,14,191,213.66,2284,213.0556563,0,2,0,213.0556563
3.8,123,0,0,0,12,0,6,1,40,1090,571.6,124081896,571.12247758,0,0,2,571.12247758
2.2,149,0,0,0,8,0,7,1,26,545,357.32,54585,357.09608521,0,4,0,357.09608521
1.2,91.3,0,0,0,6,1,8,1,26,446,367.4,54766,367.21072103,0,2,0,367.21072103
1.2,81.9,0,0,0,5,0,8,1,28,554,385.5,16229,385.21138974,0,1,0,385.21138974
-0.5,129,0,0,0,7,0,5,1,26,678,371.4,44205240,371.11644398,0,1,0,371.11644398
N/A,0,0,0,0,0,0,0,1,1,0,137.33,5355457,137.905247,0,0,0,137.905247
6.1,57.9,0,0,0,4,0,7,1,35,623,470.6,154257,470.25694295,0,2,0,470.25694295
2.7,202,0,0,0,14,0,15,1,60,1690,835.9,9854073,835.37790549,0,3,11,835.37790549
3.4,71.7,0,0,0,4,0,8,1,33,713,451.6,54746,451.29472544,0,2,3,451.29472544
2.1,99.2,0,0,0,8,0,3,1,29,814,405.4,54713659,405.11362698,0,2,2,405.11362698
5.4,98.8,0,0,0,7,0,8,1,37,795,501.5,25102847,501.16999904,0,2,0,501.16999904
-0.1,58.4,0,0,0,3,0,0,1,14,293,194.19,2519,194.08037557,0,0,0,194.08037557
4.3,60.7,0,3,0,3,0,5,1,30,743,412.6,5288783,412.29774513,0,3,7,412.29774513
-16.6,1560,0,0,0,55,34,99,1,239,7970,3431.9,16129616,3430.7166627,0,52,0,3429.7133079
N/A,0,0,0,0,0,0,0,1,1,0,40.08,5460341,39.9625908,0,0,0,39.9625908
N/A,0,0,0,0,2,0,0,3,3,0,78.07,84512,77.9593972,0,0,0,77.9593972
8.3,40.5,0,0,0,2,11,1,1,32,801,442.7,260656,442.381080833,0,2,0,442.381080833
3.3,0,0,0,0,0,2,0,1,10,176,136.23,6616,136.125200510,0,0,0,136.125200510
2.2,17.1,0,0,0,1,2,0,1,11,217,152.23,2537,152.120115130,0,0,0,152.120115130
1,79.7,0,0,0,5,0,1,1,26,742,348.4,24360,348.11100700,0,1,1,348.11100700
3.2,118,0,0,0,7,0,5,1,31,574,444.5,24812758,444.14067323,0,4,5,444.14067323
4.1,119,0,0,0,7,0,7,1,33,660,440.5,2541,440.15968852,0,2,0,440.15968852
-1,307,0,0,0,21,0,15,1,44,1140,776.4,9854012,774.9483145,0,7,4,774.9483145
6.5,40.5,0,0,0,2,0,6,1,23,414,314.5,644019,314.224580195,0,2,2,314.224580195
1.9,74.6,0,0,0,4,0,3,1,26,707,358.5,656615,358.21440943,0,2,6,358.21440943
0.6,121,0,0,0,7,0,7,1,25,582,359.35,60953,359.14926359,0,3,4,359.14926359
N/A,737,0,2,0,23,0,19,2,93,2470,1321.4,3000502,1320.69839421,0,27,12,1320.69839421
3.6,58.6,0,1,0,3,0,9,1,22,341,305.4,1548943,305.19909372,0,2,0,305.19909372
0.3,58.6,0,0,0,4,0,3,1,14,244,217.29,44093,217.07726451,0,2,2,217.07726451
N/A,52.3,0,0,0,3,0,4,2,11,117,182.65,5831,182.0822054,0,1,0,182.0822054
2.5,46.3,0,0,0,1,0,0,1,18,326,236.27,2554,236.094963011,0,1,0,236.094963011
2.4,38.3,0,0,0,2,0,2,1,15,230,201.22,6129,201.078978594,0,1,0,201.078978594
1.1,149,0,0,0,7,1,5,1,26,645,378.4,20824,378.08855747,0,3,3,378.08855747
6.4,118,0,0,0,7,0,6,1,41,1200,570.8,636403,570.35565393,0,2,9,570.35565393
-1.1,388,0,0,0,13,0,18,1,69,1850,988.2,16681432,987.48478785,0,10,8,987.48478785
-2.2,116,0,0,0,6,0,4,1,16,261,226.23,34359,226.09535693,0,5,1,226.09535693
0.7,64.9,0,0,0,3,0,2,1,12,240,186.23,31072,186.04629874,0,0,0,186.04629874
2.9,25.4,0,0,0,3,1,6,1,20,267,290.79,2564,290.1185909,0,0,0,290.1185909
-3.1,126,0,0,0,6,0,5,1,11,161,179.20,193653,179.02522894,0,3,1,179.02522894
0.6,0,0,0,0,0,0,0,1,1,0,12.011,5462310,12,0,0,0,12
0.9,34.1,0,0,0,2,0,0,1,3,18.3,44.009,280,43.989829239,0,0,0,43.989829239
N/A,76.6,0,0,0,6,0,0,4,13,177,371.25,426756,371.044501,0,4,0,371.044501
2.9,98,0,2,0,5,0,12,1,26,473,368.5,5281075,368.25627424,0,4,5,368.25627424
-0.1,108,0,0,0,4,1,5,1,19,304,267.32,36976,267.15829154,0,5,0,267.15829154
3,138,0,0,0,7,1,7,1,32,774,454.5,33672,454.11985760,0,2,3,454.11985760
4.7,158,0,0,0,8,0,20,1,52,1180,719.9,11556711,719.42579917,0,4,5,719.42579917
-2.4,130,0,0,0,5,0,5,1,13,227,190.15,121396,190.05897142,0,4,1,190.05897142
4.3,38.8,0,0,0,3,0,5,1,28,491,427.4,11154555,426.1953170,0,1,0,426.1953170
1.9,90.7,0,0,0,4,1,9,1,18,281,260.33,2576,260.17360725,0,2,0,260.17360725
N/A,156,0,0,0,8,4,5,2,16,169,240.21,24748,240.08451746,0,6,0,240.08451746
1.5,61.8,0,0,0,3,0,4,1,12,156,214.05,2578,213.0071819,0,1,0,213.0071819
1,70.6,0,0,0,4,1,6,1,21,354,292.37,2583,292.17869263,0,3,0,292.17869263
-2.5,407,0,3,0,22,0,11,1,65,2100,910.8,135565560,910.21677296,0,15,12,910.21677296
4.2,75.7,0,0,0,5,1,10,1,30,508,406.5,2585,406.18925731,0,3,0,406.18925731
-7.1,1110,0,0,0,61,17,74,1,143,4830,2062.0,73995022,2060.8211892,0,37,0,2060.8211892
0.3,412,0,0,0,18,0,23,1,77,1900,1093.3,16119814,1092.64306214,0,16,16,1092.64306214
0.4,110,0,0,0,6,0,1,1,21,364,290.27,9064,290.07903816,0,5,2,290.07903816
N/A,89.6,0,0,0,5,0,0,4,8,62.2,192.25,73415827,191.8807666,0,1,0,191.8807666
-6.9,283,0,0,0,15,0,6,1,33,638,484.5,6032,484.23805798,0,11,15,484.23805798
-3.5,643,0,0,0,22,0,51,1,118,3360,1646.8,16197727,1645.83651040,0,23,12,1645.83651040
3.6,88.6,0,1,0,8,0,8,1,34,702,485.9,10184653,485.1629955,0,2,1,485.1629955
2.7,38.3,0,0,0,2,0,4,1,18,280,243.30,82148,243.125928785,0,1,0,243.125928785
1.8,46.9,0,0,0,4,0,1,1,24,570,326.4,6100671,326.199428076,0,2,9,326.199428076
-3,63.3,0,0,0,3,0,1,1,6,61.8,89.09,5950,89.047678466,0,2,1,89.047678466
2.9,92.3,0,0,0,4,0,5,1,18,290,265.33,2082,265.08849790,0,2,0,265.08849790
2.5,46.5,0,0,0,3,0,5,1,15,230,226.65,30951,226.0396719,0,1,0,226.0396719
2.2,94.8,0,0,0,5,0,2,1,28,790,408.9,5311000,408.1703517,0,3,9,408.1703517
N/A,124,0,0,0,9,1,1,8,18,235,314.55,136146352,313.979053,0,7,0,313.979053
5.2,72.4,0,0,0,5,0,3,1,36,867,482.6,49806720,482.26817634,0,1,0,482.26817634
-6.5,161,0,0,0,8,0,5,1,14,257,249.10,2088,249.01672575,0,6,0,249.01672575
2.2,81.1,0,0,0,6,0,9,1,30,614,416.5,51263,416.25358890,0,0,0,416.25358890
1.7,112,0,0,0,8,1,8,1,28,511,389.4,2092,389.20630436,0,2,0,389.20630436
3.5,146,0,0,0,7,0,19,1,39,717,551.8,5493444,551.39343642,0,4,4,551.39343642
6.3,37.3,0,4,0,2,0,5,1,22,567,300.4,449171,300.208930132,0,1,0,300.208930132
-2.2,113,0,0,0,3,1,1,1,11,225,158.12,204,158.04399007,0,4,0,158.04399007
-0.7,70.1,0,0,0,3,0,0,1,10,190,136.11,135401907,136.03851076,0,2,0,136.03851076
5.3,20.2,0,0,0,1,0,2,1,22,492,300.5,235905,300.245315640,0,1,6,300.245315640
N/A,116,8,0,0,7,0,0,6,12,26.3,252.48,156054,251.913324,0,5,0,251.913324
1.6,64.8,0,0,0,4,0,6,1,23,483,335.5,123606,335.16674822,0,1,0,335.16674822
0.6,93.7,0,0,0,5,0,3,1,25,622,339.4,11450633,339.16952493,0,1,1,339.16952493
-0.1,168,0,0,0,9,0,3,1,30,630,418.4,12305761,418.12638228,0,7,6,418.12638228
N/A,66.6,0,0,0,7,0,3,6,18,212,282.12,71586929,281.990079,0,1,0,281.990079
3.2,129,0,0,0,8,0,4,1,30,663,441.5,56649450,441.14463062,0,2,1,441.14463062
4.2,17.1,0,0,0,1,0,6,1,15,199,202.29,31209,202.135765193,1,0,0,202.135765193
2.8,0,0,0,0,0,2,0,1,10,186,136.23,6654,136.125200510,0,0,0,136.125200510
3.2,80.7,0,0,0,5,0,4,1,28,686,390.5,24733,390.24062418,0,1,8,390.24062418
3.2,54.4,0,0,0,3,0,1,1,24,569,332.5,104845,332.23514488,0,1,8,332.23514488
2.1,43.1,0,0,0,3,0,1,1,22,434,308.8,2118,308.0828741,0,0,0,308.0828741
3.2,94.8,0,1,0,5,0,13,1,25,432,354.5,5280723,354.24062418,0,3,4,354.24062418
N/A,101,0,0,0,6,1,11,2,18,116,281.83,62816,281.1982382,0,5,0,281.1982382
2.7,48.4,0,0,0,6,0,3,1,15,148,210.28,2123,210.15929460,0,0,0,210.15929460
N/A,0,0,0,0,0,0,0,1,4,8,133.34,24012,131.888096,0,0,0,131.888096
N/A,3,0,0,0,3,0,0,5,5,0,101.961,9989226,101.947821,0,0,0,101.947821
N/A,266,0,0,0,12,0,0,5,17,62.2,342.2,24850,341.818266,0,0,0,341.818266
5.3,3.2,0,0,0,1,0,9,1,21,214,281.4,3678,281.214349865,0,0,0,281.214349865
2.4,26,0,0,0,1,0,0,1,11,144,151.25,2130,151.136099547,0,1,0,151.136099547
3.8,81.5,0,0,0,6,0,7,1,28,475,378.4,6918493,378.15795719,0,1,1,378.15795719
2.6,58.3,0,0,0,3,0,3,1,18,259,378.10,2132,377.97654,0,3,0,375.97859
3.4,55.6,0,0,0,3,1,10,1,21,281,292.4,10616,292.215078140,0,1,0,292.215078140
3,43.1,1,0,0,1,0,7,1,23,361,311.4,8277,311.212338489,0,1,0,311.212338489
1.8,95.5,0,0,0,4,0,3,1,20,390,613.91,2140,613.7696,0,3,0,613.7696
-0.5,64.9,0,0,0,3,0,0,1,8,74.1,109.13,5918,109.063997236,0,2,0,109.063997236
-4.5,121,0,0,0,6,0,7,1,12,152,214.23,2141,214.05410052,0,4,0,214.05410052
-7.9,332,0,0,0,17,0,10,1,40,819,585.6,37768,585.28573644,0,13,16,585.28573644
-0.7,159,0,0,0,5,0,1,1,15,279,229.63,16231,229.0478856,0,4,0,229.0478856
2.8,38.9,0,0,0,2,0,0,1,15,207,194.23,7019,194.084398327,0,1,0,194.084398327
0.8,63.3,0,0,0,3,0,1,1,10,128,137.14,978,137.047678466,0,2,0,137.047678466
-3,63.3,0,0,0,3,0,5,1,9,83.1,131.17,564,131.094628657,0,2,0,131.094628657
1.2,72.2,0,0,0,3,1,2,1,17,321,232.28,2145,232.121177757,0,2,0,232.121177757
-0.9,92.4,0,0,0,4,0,3,1,14,222,194.19,2148,194.06914219,0,3,0,194.06914219
-3.8,80.4,0,0,0,4,0,4,1,9,121,131.13,137,131.058243149,0,2,0,131.058243149
N/A,191,0,0,0,8,0,1,3,30,273,420.43,9433,420.19819929,0,4,0,420.19819929
7.6,42.7,0,0,0,4,0,11,1,31,547,645.3,2157,645.02369,0,0,0,645.02369
1.9,93.2,0,0,0,4,0,1,1,13,170,191.26,10275,191.05171847,0,2,0,191.05171847
1.5,110,0,0,0,6,1,7,1,25,549,369.5,2159,369.17222752,0,2,0,369.17222752
5,3.2,0,0,0,1,0,3,1,21,331,277.4,2160,277.183049738,0,0,0,277.183049738
3,99.9,0,0,0,7,1,10,1,28,647,408.9,2162,408.1451996,0,2,0,408.1451996
-0.7,1,0,0,0,1,0,0,1,1,0,17.031,222,17.026549100,0,1,0,17.026549100
N/A,61.4,0,0,0,3,0,0,2,5,24.8,79.056,14013,79.026943022,0,2,0,79.026943022
N/A,65.2,0,0,0,3,0,0,3,6,18.8,96.09,517111,96.05349212,0,2,0,96.05349212
N/A,1,0,0,0,1,0,0,2,2,0,53.49,25517,53.0032268,0,1,0,53.0032268
5.7,12.5,0,0,0,2,1,6,1,23,336,317.5,54260,317.271864740,0,0,2,317.271864740
2.6,36.9,0,0,0,3,0,1,1,22,424,313.8,2170,313.0981898,0,1,0,313.0981898
-2,158,0,0,0,7,0,4,1,25,590,365.4,33613,365.10454189,0,4,4,365.10454189
0,320,0,7,0,18,0,3,1,65,1670,924.1,5280965,923.48784986,0,12,19,923.48784986
-1.1,138,0,0,0,6,0,4,1,24,562,349.4,6249,349.10962727,0,3,4,349.10962727
2.9,140,0,0,0,8,0,12,1,35,745,505.6,65016,505.22465702,0,3,3,505.22465702
4,88.7,0,0,0,6,0,5,1,28,601,393.5,2179,393.11471265,0,2,0,393.11471265
1.8,38.7,0,0,0,3,0,4,1,8,56.4,117.15,10026,117.078978594,0,0,0,117.078978594
4.4,20.2,0,0,0,1,0,4,1,13,133,178.27,14759,178.135765193,0,1,0,178.135765193
2.1,75.3,0,0,0,3,0,4,1,16,303,226.27,2164,226.13174244,0,2,0,226.13174244
3,29.5,0,0,0,3,1,6,1,17,247,235.32,10767,235.157228913,0,0,0,235.157228913
1.6,44.7,0,0,0,2,0,0,1,16,360,256.08,135409400,254.9966172,0,1,0,254.9966172
2.1,78.3,0,0,0,4,0,4,1,22,456,293.4,2187,293.16404563,0,0,0,293.16404563
2.3,377,0,0,0,17,0,14,1,82,2150,1140.2,166548,1139.50629389,0,14,15,1139.50629389
2.6,27.6,0,0,0,2,0,5,1,20,314,265.35,2200,265.157897619,0,1,0,265.157897619
3,121,0,0,0,9,0,3,1,33,886,477.4,24872560,477.08825856,0,1,0,477.08825856
4.1,90.7,0,0,0,5,0,6,1,30,608,397.5,11315474,397.19026037,0,2,0,397.19026037
2.2,111,0,0,0,5,0,5,1,34,777,459.5,10182969,459.19065430,0,1,0,459.19065430
2.3,43.7,0,0,0,3,0,0,1,20,374,267.32,6005,267.125928785,0,2,1,267.125928785
1.3,62.4,0,0,0,2,0,2,1,15,246,245.11,2216,244.0282517,0,3,0,244.0282517
1.8,127,0,0,0,7,0,8,1,32,825,460.5,11561674,460.13042228,0,1,1,460.13042228
4.2,75.2,0,0,0,12,0,6,1,37,810,534.4,135413536,534.15018768,0,2,3,534.15018768
-25.4,2820,0,0,0,97,57,111,1,454,16700,6511,22833874,6510.0514478,0,93,0,6507.0413833
0.9,93,0,0,0,5,0,8,1,23,320,317.4,60789,317.16270821,0,5,1,317.16270821
1.8,153,0,0,0,11,0,10,1,38,753,534.6,100528,534.21011190,0,4,7,534.21011190
1.3,189,0,0,0,8,1,9,1,35,887,508.6,92722,508.24678944,0,5,3,508.24678944
-4.2,128,0,0,0,4,0,5,1,12,176,174.20,6322,174.11167570,0,4,1,174.11167570
-4.8,515,0,0,0,16,0,19,1,75,2070,1084.2,644077,1083.43785492,0,14,8,1083.43785492
4.6,44.8,0,0,0,4,0,7,1,30,559,448.4,60795,447.1480325,0,1,0,447.1480325
N/A,3,0,0,0,3,0,0,5,5,0,197.841,14888,197.82793,0,0,0,197.82793
3.1,46.2,0,0,0,5,0,1,1,21,429,298.37,68911,298.17802393,0,0,8,298.17802393
2.5,57.2,0,0,0,5,0,0,1,20,415,284.35,3000518,284.16237386,0,1,8,284.16237386
2.8,95.7,0,0,0,5,1,7,1,19,325,284.38,32170,284.11946368,0,2,0,284.11946368
-1.6,107,0,0,0,6,0,2,1,12,232,176.12,54670067,176.03208797,0,4,2,176.03208797
3.8,12.5,0,0,0,2,0,0,1,20,363,285.8,3036780,285.0920418,0,0,2,285.0920418
-3.4,106,0,0,0,4,0,3,1,9,134,132.12,6267,132.05349212,0,3,1,132.05349212
-2.8,101,0,0,0,5,0,3,1,9,133,133.10,5960,133.03750770,0,3,1,133.03750770
1.2,63.6,0,0,0,4,0,3,1,13,212,180.16,2244,180.04225873,0,1,0,180.04225873
6,42.3,0,0,0,5,0,8,1,34,599,458.6,2247,458.24818979,0,1,0,458.24818979
3.1,76.2,0,0,0,6,0,3,1,21,382,284.24,11219835,284.05972032,0,1,0,284.05972032
5.6,171,0,0,0,9,0,18,1,51,1110,704.9,148192,704.38974802,0,5,4,704.38974802
0.2,84.6,0,0,0,4,1,8,1,19,263,266.34,2249,266.16304257,0,3,0,266.16304257
3.4,104,0,0,0,11,0,4,1,43,1110,603.5,72163100,603.17050859,0,2,4,603.17050859
3.7,21.3,0,0,0,2,0,6,1,19,237,255.35,54841,255.162314293,0,1,1,255.162314293
