Log P_Xlogp3,bond_chiral_undef,Isotope_Atom,Count_Hydrogen Bond Donor,charge,Count_Rotatable Bond,Count_Hydrogen Bond Acceptor,atom_chiral_undef,cid,Mass_Exact,Molecular Weight_N/A,bond_chiral_def,Heavy_Atom,atom_chiral_def,Compound Complexity_N/A,Covalent_Unit,Topological_Polar Surface Area,Weight_Monoisotopic
0.7,0,0,2,0,4,7,0,9047,280.06301143,280.31,0,19,0,376,1,116,280.06301143
-0.6,0,0,2,0,1,4,0,5333,172.03064868,172.21,0,11,0,211,1,94.6,172.03064868
3.4,0,0,1,0,4,5,1,1548887,356.08824374,356.4,1,25,0,616,1,73.6,356.08824374
-1,0,0,2,0,2,4,0,5320,214.04121336,214.24,0,14,0,299,1,97.6,214.04121336
-0.1,0,0,2,0,3,6,0,5215,250.05244675,250.28,0,17,0,327,1,106,250.05244675
1.6,0,0,2,0,5,8,0,5323,310.07357611,310.33,0,21,0,419,1,125,310.07357611
0.3,0,0,2,0,3,6,0,5327,278.08374688,278.33,0,19,0,377,1,106,278.08374688
1,0,0,2,0,3,6,0,5344,267.06776246,267.31,0,18,0,373,1,107,267.06776246
0.1,0,0,2,0,3,6,0,5325,264.06809681,264.31,0,18,0,360,1,106,264.06809681
0.5,0,0,2,0,3,7,0,5328,270.02451792,270.3,0,17,0,348,1,135,270.02451792
0.9,0,0,2,0,3,6,0,5329,253.05211239,253.28,0,17,0,346,1,107,253.05211239
0.4,0,0,2,0,4,7,0,5326,280.06301143,280.31,0,19,0,368,1,116,280.06301143
0.3,0,0,2,0,4,7,0,5330,280.06301143,280.31,0,19,0,376,1,116,280.06301143
1.5,0,0,2,0,4,5,0,5335,314.08374688,314.4,0,22,0,451,1,98.4,314.08374688
-0.7,0,0,3,0,6,9,0,5339,398.06849073,398.4,0,28,0,657,1,150,398.06849073
0.1,0,0,2,0,3,6,0,5340,255.01361889,255.3,0,16,0,320,1,122,255.01361889
2.3,0,0,0,0,6,4,1,5342,404.11946368,404.5,0,29,0,571,1,76.9,404.11946368
0.5,0,0,0,0,0,1,0,5362487,31.97207117,32.07,0,1,0,0,1,1,31.97207117
4.2,0,0,0,0,0,6,0,17358,145.96249015,146.06,0,7,0,62.7,1,1,145.96249015
0.6,0,0,2,0,6,6,1,5355,341.14092740,341.4,0,23,0,505,1,110,341.14092740
0.7,0,0,2,0,9,11,0,444022,594.14542089,594.7,0,40,6,1240,1,216,594.14542089
0.1,0,0,1,0,2,6,0,5356,290.03949928,290.4,0,18,0,481,1,114,290.03949928
0.9,0,0,2,0,6,4,0,5358,295.13544809,295.40,0,20,0,405,1,73.6,295.13544809
2.6,0,0,3,0,7,4,0,5329102,398.21180428,398.5,1,29,0,636,1,77.2,398.21180428
3.3,0,0,1,0,4,4,1,5359,260.05071541,260.31,0,18,0,321,1,82.6,260.05071541
0.6,0,0,0,2,11,4,0,5314,290.22055744,290.40,0,20,0,284,1,52.6,290.22055744
0.7,0,0,0,2,13,4,0,46037,318.25185757,318.45,0,22,0,320,1,52.6,318.25185757
5.3,0,0,3,0,6,3,0,5283734,416.32904526,416.6,2,30,7,676,1,60.7,416.32904526
2.7,0,0,1,0,0,2,0,1935,198.115698455,198.26,0,15,0,229,1,38.9,198.115698455
2.7,0,0,3,0,7,12,0,445643,803.48197664,804.0,2,57,14,1480,1,178,803.48197664
2.3,0,0,1,0,1,4,0,110635,389.13755610,389.4,0,29,2,702,1,74.9,389.13755610
4.2,0,0,1,0,2,4,0,11001318,306.9802985,308.1,0,20,0,371,1,63.3,306.9802985
4.5,0,0,2,0,13,7,0,9868491,452.23743050,452.5,2,32,4,613,1,76,452.23743050
2.7,0,0,2,0,6,8,1,71447,481.13075664,481.5,0,34,4,875,1,153,481.13075664
2.3,0,0,2,0,2,7,0,135565082,380.11971542,380.4,0,28,2,654,1,84.2,380.11971542
7.1,0,0,0,0,8,2,0,2733526,371.224914549,371.5,1,28,0,463,1,12.5,371.224914549
2.7,0,0,2,0,11,7,0,129211,408.17189317,408.5,0,28,1,539,1,108,408.17189317
6.2,0,0,25,0,31,46,0,16129778,1700.1729741,1701.2,0,122,5,3570,1,778,1700.1729741
3.5,0,0,1,0,5,2,0,9838022,221.177964357,221.34,0,16,2,193,1,23.5,221.177964357
-1.9,0,0,4,0,3,6,2,875,150.01643791,150.09,0,10,0,134,1,115,150.01643791
N/A,0,0,0,0,3,12,1,164825,533.95040307,534.4,0,34,0,949,4,229,533.95040307
-4.1,0,0,2,0,2,4,0,1123,125.01466426,125.15,0,7,0,120,1,88.8,125.01466426
4.9,0,0,0,0,5,4,0,5381,351.12930009,351.5,0,25,0,547,1,64.5,351.12930009
-2,0,0,1,0,3,7,0,123630,300.05284067,300.29,0,20,3,573,1,131,300.05284067
N/A,0,1,0,0,0,0,0,26476,98.906250,98.906250,0,1,0,0,1,0,98.906250
1.4,0,0,1,0,4,8,0,11234049,370.11896652,370.3,0,27,1,543,1,106,370.11896652
-15.2,0,0,55,0,126,60,0,16139605,3750.8028943,3752.1,0,264,38,9030,1,1650,3749.7995395
-0.3,0,0,1,0,1,4,1,5386,200.05972032,200.17,0,14,0,316,1,58.6,200.05972032
2.6,0,0,3,0,8,3,0,135409453,301.19026037,301.39,1,22,0,385,1,87.8,301.19026037
0.5,0,0,24,0,20,34,1,133065662,1877.5565820,1879.7,0,132,22,3920,1,662,1877.5565820
4.2,0,0,4,0,14,8,0,3010818,679.40573244,679.8,0,49,6,1240,1,180,679.40573244
-1.2,0,0,3,0,2,5,0,159269,242.09027155,242.23,0,17,3,381,1,99.1,242.09027155
4.2,0,0,1,0,11,13,0,3002190,811.47314329,812.0,0,58,13,1440,1,172,811.47314329
6.9,0,0,1,0,7,4,0,65999,514.23687621,514.6,0,39,0,831,1,72.9,514.23687621
2.1,0,0,3,0,8,11,0,25025298,546.1394008,546.9,0,38,2,790,1,142,546.1394008
2.2,0,0,1,0,1,3,1,5391,300.0665554,300.74,0,21,0,434,1,52.9,300.0665554
1.1,0,0,3,0,6,9,1,171758,414.05554326,414.5,0,27,3,700,1,187,414.05554326
8.8,0,0,6,0,4,6,0,60751,680.24235551,680.7,0,52,0,1090,1,138,680.24235551
-1.1,0,0,1,0,1,5,0,5394,194.05522346,194.15,0,14,0,315,1,106,194.05522346
5.6,0,0,4,0,11,16,0,6918289,1029.60248569,1030.3,4,73,15,2010,1,242,1029.60248569
1.2,0,0,3,0,6,14,0,452548,656.15636224,656.7,0,46,10,1090,1,189,656.15636224
-1.6,0,0,3,0,5,8,0,464205,287.07834094,287.21,0,19,1,354,1,136,287.07834094
1.9,0,0,2,0,12,10,0,9574768,476.19370504,476.5,0,33,3,680,1,143,476.19370504
1.1,0,0,2,0,2,7,0,54677971,337.01909819,337.4,0,22,0,599,1,136,337.01909819
3.4,0,0,0,0,7,7,0,25171648,492.22737416,492.6,0,37,0,880,1,94.7,492.22737416
1.4,0,0,1,0,4,8,1,5401,387.19065430,387.4,0,28,0,544,1,103,387.19065430
5.6,0,0,0,0,5,1,0,1549008,291.198699802,291.4,1,22,0,428,1,3.2,291.198699802
0.9,0,0,4,0,4,4,1,5403,225.13649347,225.28,0,16,0,205,1,72.7,225.13649347
6.6,0,0,2,0,9,3,1,5405,471.313729551,471.7,0,35,0,582,1,43.7,471.313729551
3.3,0,0,2,0,2,6,0,54684141,270.06161202,270.21,1,19,0,426,1,73.1,270.06161202
-0.2,0,0,2,0,4,6,2,65720,302.10150494,302.29,0,22,0,441,1,101,302.10150494
-5.8,0,0,16,0,25,19,0,72081,1226.49609806,1227.4,0,85,8,2380,1,563,1226.49609806
5,0,0,1,0,6,1,1,23480,281.214349865,281.4,0,21,0,261,1,12,281.214349865
1.2,0,0,2,0,1,2,0,6651,172.146329876,172.26,0,12,0,155,1,40.5,172.146329876
1.8,0,0,1,0,1,1,1,17100,154.135765193,154.25,0,11,0,168,1,20.2,154.135765193
3.3,0,0,1,0,0,2,0,6013,288.208930132,288.4,0,21,6,508,1,37.3,288.208930132
2.9,0,0,0,0,4,4,2,6018,317.19909372,317.4,0,23,0,425,1,38.8,317.19909372
3.7,0,0,1,0,9,4,0,5411,264.183778013,264.36,0,19,0,249,1,41.6,264.183778013
-7.9,0,0,42,0,96,41,0,16133802,2932.5839961,2933.4,0,208,22,6500,1,1180,2931.5806412
-2,0,0,6,0,2,9,0,54675776,444.15326573,444.4,0,32,5,971,1,182,444.15326573
1.7,0,0,0,0,2,3,0,7347,208.01626191,208.4,0,11,0,147,1,96,208.01626191
0.5,0,0,0,0,19,4,0,4274,382.24018375,382.5,0,24,0,201,1,36.9,382.24018375
2.9,0,0,4,0,8,9,0,46199646,520.18212107,520.5,0,37,1,858,1,113,520.18212107
0.3,0,0,1,0,1,4,1,5426,258.06405680,258.23,0,19,0,449,1,83.6,258.06405680
N/A,0,0,0,0,0,0,0,5359464,204.97443,204.383,0,1,0,0,1,0,204.97443
0,0,0,1,0,0,3,0,2153,180.06472551,180.16,0,13,0,267,1,69.3,180.06472551
2.5,0,0,1,0,1,3,0,5430,201.03606841,201.25,0,14,0,212,1,69.8,201.03606841
1,0,0,3,0,3,3,0,9568512,236.07318219,236.30,1,16,0,285,1,112,236.07318219
-0.3,0,0,1,0,0,1,0,1349907,114.02516937,114.17,0,7,0,119,1,47.4,114.02516937
5.4,0,0,0,0,6,5,0,5440,399.18029028,399.6,0,27,0,455,1,60.3,399.18029028
1.7,0,0,1,0,5,4,1,864,206.04352203,206.3,0,12,0,150,1,87.9,206.04352203
-0.1,0,0,3,0,0,2,0,2723601,167.02656635,167.19,0,11,0,225,1,111,167.02656635
N/A,0,0,0,0,3,3,0,16684434,405.992739,404.82,0,14,0,180,2,65.4,405.992739
2.9,0,0,2,0,4,3,1,3000715,242.10889899,242.34,0,16,0,308,1,90.3,242.10889899
5.9,0,0,0,0,4,4,1,5452,370.15374118,370.6,0,25,0,432,1,57.1,370.15374118
0.5,0,0,0,0,3,4,0,5453,189.04895557,189.22,0,11,0,194,1,41.1,189.04895557
1.7,0,0,0,0,3,4,0,5455,239.98833309,240.4,0,12,0,158,1,121,239.98833309
-2.9,0,0,3,0,2,4,0,6288,119.058243149,119.12,0,8,2,93.3,1,83.6,119.058243149
3.3,0,0,1,0,1,1,0,6989,150.104465066,150.22,0,11,0,120,1,20.2,150.104465066
2.7,0,0,1,0,6,5,0,60648,375.13267139,375.6,0,25,1,474,1,97,375.13267139
1.2,0,0,2,0,8,6,1,68870,436.1223562,437.0,0,29,0,654,1,95.1,436.1223562
3.3,0,0,1,0,4,4,1,5468,260.05071541,260.31,0,18,0,323,1,82.6,260.05071541
2.4,0,0,1,0,1,2,0,444008,312.208930132,312.4,0,23,6,635,1,37.3,312.208930132
2,0,0,4,0,10,12,0,9871419,522.18608089,522.6,0,36,6,736,1,164,522.18608089
0.8,0,0,3,0,5,8,0,36921,384.04497858,384.4,0,25,4,640,1,178,384.04497858
3.6,0,0,0,0,2,2,0,5472,263.0535483,263.8,0,17,0,261,1,31.5,263.0535483
1.1,0,0,7,0,7,11,0,54686904,585.27986322,585.6,0,42,4,1240,1,206,585.27986322
-2.6,0,0,5,0,1,6,0,439353,180.06338810,180.16,0,12,5,151,1,110,180.06338810
-0.3,0,0,4,0,4,7,0,60937,317.9283609,318.61,0,17,0,324,1,140,317.9283609
1.8,0,0,2,0,7,8,0,33624,316.15691181,316.42,0,21,1,310,1,108,316.15691181
-0.4,0,0,0,0,4,5,0,5479,247.06267708,247.27,0,16,0,345,1,106,247.06267708
-10.8,0,0,15,0,21,38,20,772,1134.0069961,1134.9,0,70,0,2410,1,652,1134.0069961
5.3,0,0,0,0,6,3,1,5482,385.981417,387.7,0,23,0,379,1,55.3,385.981417
-0.1,0,0,3,0,3,4,1,5483,163.03031432,163.20,0,10,0,148,1,67.4,163.03031432
N/A,0,0,1,0,5,7,0,5487426,471.01736,472.4,0,27,4,564,2,116,471.01736
-0.7,0,0,3,0,2,3,0,6323266,242.0570533,242.66,0,16,0,404,1,85.3,242.0570533
7,0,0,2,0,11,10,0,54682461,602.20622782,602.7,0,42,2,1050,1,114,602.20622782
2.9,0,0,1,0,9,5,0,23635314,431.22089180,431.5,0,32,0,540,1,63.7,431.22089180
1.4,0,0,3,0,14,7,0,60947,440.23449343,440.6,0,30,1,579,1,113,440.23449343
-6.8,0,0,58,0,163,70,39,168009818,4812.5315671,4813,0,341,0,11700,1,1790,4810.5248574
N/A,0,0,0,0,0,2,0,26042,79.9377699,79.866,0,3,0,18.3,1,34.1,79.9377699
N/A,0,0,0,0,0,2,0,26042,79.9377699,79.866,0,3,0,18.3,1,34.1,79.9377699
4,0,0,2,0,6,7,0,9911830,454.1043974,454.9,0,32,0,631,1,108,454.1043974
1.1,0,0,2,0,2,4,0,5487,253.0188941,253.71,0,16,0,300,1,90.4,253.0188941
-6.2,0,0,10,0,6,14,0,36294,467.25912777,467.5,0,32,14,609,1,268,467.25912777
1.5,0,0,1,0,3,5,0,9926791,312.16985928,312.37,0,23,2,488,1,88.9,312.16985928
3.3,0,0,1,0,6,2,1,25315,255.162314293,255.35,0,19,0,237,1,21.3,255.162314293
1.5,0,0,2,0,3,4,0,5503,311.13036271,311.40,0,21,0,431,1,86.9,311.13036271
2.3,0,0,2,0,5,3,0,5505,270.10381361,270.35,0,18,0,354,1,83.7,270.10381361
3.3,0,0,2,0,2,5,0,4659569,273.06372245,273.24,0,20,0,372,1,103,273.06372245
5.2,0,0,2,0,3,3,0,610479,261.0556563,261.70,0,18,0,298,1,49.3,261.0556563
2.8,0,0,1,0,4,3,0,5509,257.10519334,257.28,0,19,0,347,1,59.3,257.10519334
5.5,0,0,0,0,3,2,0,5510,307.10308534,307.4,0,22,0,386,1,44.6,307.10308534
N/A,0,0,1,0,0,4,0,7083,305.0753464,305.8,0,20,0,511,2,66.7,305.0753464
3.4,0,0,0,0,4,2,1,5511,245.177964357,245.36,0,18,0,262,1,20.3,245.177964357
5.6,0,0,1,0,7,2,0,443879,325.240564612,325.5,0,24,1,340,1,23.5,325.240564612
4.8,0,0,2,0,3,3,1,216237,448.1553704,448.9,0,32,0,673,1,69.6,448.1553704
-0.8,0,0,1,0,3,9,0,5284627,339.09878780,339.36,0,22,4,556,1,124,339.09878780
0.5,0,0,2,0,3,7,0,60700,421.16377084,421.4,0,31,1,867,1,103,421.16377084
2.7,0,0,3,0,5,5,0,41781,348.12561169,348.4,0,24,0,518,1,109,348.12561169
7.2,0,0,0,0,9,2,0,3005573,405.1859422,406.0,1,29,0,483,1,12.5,405.1859422
3.4,0,0,4,0,4,15,0,108150,761.26183037,761.8,0,54,7,1450,1,194,761.26183037
2.6,0,0,1,0,4,3,0,33741,263.188529040,263.37,0,19,2,282,1,32.7,263.188529040
2,0,0,2,0,2,1,0,5524,215.142247555,215.29,0,16,0,274,1,36.4,215.142247555
3.4,0,0,2,0,5,6,0,11707110,615.07788,615.4,0,37,0,1090,1,102,615.07788
2,0,0,2,0,10,6,0,5484727,430.24677219,430.5,0,31,5,633,1,95.9,430.24677219
-2,0,0,2,0,2,3,0,5526,157.110278721,157.21,0,11,0,139,1,63.3,157.110278721
1.5,0,0,1,0,1,1,0,19493,133.089149355,133.19,0,10,2,116,1,26,133.089149355
2,0,0,3,0,13,14,1,166596981,973.3909860,974.6,2,67,8,1950,1,262,973.3909860
4.1,0,0,3,0,13,9,0,5282226,500.23857332,500.5,2,35,5,693,1,96.2,500.23857332
2.8,0,0,0,0,5,4,0,5533,371.1512880,371.9,0,26,0,611,1,42.4,371.1512880
-2.2,0,0,2,0,7,8,0,9882105,278.01300975,278.3,0,16,2,345,1,144,278.01300975
4.5,0,0,3,0,10,5,0,6918140,390.24062418,390.5,0,28,5,495,1,87,390.24062418
6.3,0,0,1,0,5,2,0,444795,300.208930132,300.4,4,22,0,567,1,37.3,300.208930132
1.2,0,0,4,0,2,7,0,31307,394.17916674,394.4,0,28,8,807,1,115,394.17916674
1,0,0,3,0,1,7,0,5546,253.10759338,253.26,0,19,0,306,1,130,253.10759338
2.4,0,0,0,0,1,3,0,5556,342.0439018,343.2,0,23,0,472,1,43.1,342.0439018
N/A,0,0,9,0,8,10,4,10125785,327.12777926,327.29,0,22,0,304,2,229,327.12777926
2.5,0,0,0,0,0,1,0,6389,135.904961,137.36,0,5,0,28.4,1,0,135.904961
0.3,0,0,2,0,2,4,0,5563,227.891279,229.38,0,10,0,147,1,66.8,227.891279
5,0,0,1,0,2,2,0,5564,287.951163,289.5,0,17,0,252,1,29.5,287.951163
-2.5,0,0,4,0,7,4,0,5565,146.153146591,146.23,0,10,0,49.7,1,76.1,146.153146591
6.3,0,0,2,0,8,5,0,11518241,459.24095853,459.6,0,34,0,647,1,70,459.24095853
5,0,0,0,0,4,7,0,5566,407.16430344,407.5,0,28,0,510,1,35,407.16430344
-0.5,0,0,3,0,2,8,0,6256,296.06200594,296.20,0,20,3,464,1,99.1,296.06200594
2.9,0,0,2,0,0,4,0,656583,329.19909372,329.4,0,24,8,692,1,76.8,329.19909372
2.6,0,0,1,0,2,3,0,68926,342.21949481,342.5,0,25,5,700,1,54.4,342.21949481
4.7,0,0,0,0,4,3,1,5574,298.15036988,298.4,0,21,0,311,1,31.8,298.15036988
3.6,0,0,0,1,4,1,3,23576,365.16875960,365.5,0,26,0,514,1,24.6,365.16875960
1,0,0,1,0,5,5,0,21109,266.16304257,266.34,0,19,0,259,1,43,266.16304257
0.9,0,0,2,0,5,7,0,5578,290.13789045,290.32,0,21,0,307,1,106,290.13789045
5.8,0,0,0,0,4,2,1,5584,294.209598838,294.4,0,22,0,317,1,6.5,294.209598838
3.9,0,0,0,0,4,2,0,5282443,278.178298710,278.4,1,21,0,335,1,16.1,278.178298710
-0.3,0,0,17,0,33,15,0,25074470,1310.63087474,1311.4,0,95,9,2710,1,490,1310.63087474
5.1,0,0,2,0,5,6,2,5591,441.16099414,441.5,0,31,0,681,1,110,441.16099414
-1,0,0,3,0,6,4,0,7618,149.10519334,149.19,0,10,0,55.7,1,63.9,149.10519334
-2.9,0,0,4,0,3,4,0,6503,121.07389321,121.14,0,8,0,54,1,86.7,121.07389321
1.5,0,0,1,0,6,3,1,5593,284.152477885,284.35,0,21,0,310,1,53.4,284.152477885
3.8,0,0,1,0,3,3,0,656665,284.152477885,284.35,0,21,2,400,1,45.3,284.152477885
4.4,0,0,1,1,5,3,0,5284632,392.22256882,392.5,0,29,2,553,1,46.5,392.22256882
-2.4,0,0,10,0,15,19,0,5486699,742.23202911,742.7,0,52,10,1170,1,293,742.23202911
0.3,0,0,0,0,0,3,0,5576,143.058243149,143.14,0,10,0,197,1,46.6,143.058243149
-1.1,0,0,3,0,3,3,0,6305,204.089877630,204.22,0,15,1,245,1,79.1,204.089877630
6,0,0,2,1,2,7,0,6000,609.29646203,609.7,0,45,2,990,1,80.6,609.29646203
4,0,0,2,0,6,8,0,51039094,480.20222204,480.5,0,36,0,796,1,111,480.20222204
2.3,0,0,2,0,4,2,1,5606,227.1076919,227.73,0,15,0,191,1,32.3,227.1076919
0.6,0,0,4,0,7,11,0,5052387,395.05185141,395.26,0,27,0,604,1,179,395.05185141
-2.3,0,0,3,0,3,4,0,6057,181.07389321,181.19,0,13,1,176,1,83.6,181.07389321
1.9,0,0,12,0,19,15,0,452550,1227.63283181,1228.4,0,89,10,2390,1,380,1227.63283181
19.4,0,0,0,0,31,4,0,5281915,862.68391135,863.3,9,63,0,1840,1,52.6,862.68391135
2.9,0,0,1,0,3,4,0,13559281,433.26169398,433.6,0,32,5,877,1,57.6,433.26169398
4.7,0,0,1,1,8,2,0,11519070,428.258954327,428.6,0,32,0,543,1,29.5,428.258954327
3.9,0,0,1,0,9,2,0,5634,184.146329876,184.27,0,13,0,141,1,37.3,184.146329876
2.7,0,0,2,0,3,6,0,58557659,380.15724374,380.4,0,27,2,561,1,78.3,380.15724374
-1.1,0,0,2,0,0,2,0,1174,112.027277375,112.09,0,8,0,161,1,58.2,112.027277375
-1.4,0,0,2,0,0,1,0,1176,60.032362755,60.056,0,4,0,29,1,69.1,60.032362755
N/A,0,0,4,0,0,3,0,31294,94.03784206,94.07,0,6,0,29,2,110,94.03784206
-1.5,0,0,12,0,15,15,0,75409771,979.42555890,980.2,0,67,10,1790,1,427,979.42555890
2.9,0,0,2,0,4,5,0,33309,302.08374688,302.35,0,21,0,382,1,108,302.08374688
4.9,0,0,3,0,4,4,0,31401,392.29265975,392.6,0,28,10,605,1,77.8,392.29265975
N/A,0,0,3,0,5,6,0,56649692,297.0842240,297.14,0,20,2,370,1,124,297.0842240
-0.9,0,0,3,0,8,7,0,135398742,324.15460314,324.34,0,23,1,483,1,147,324.15460314
2.6,0,0,1,0,3,5,0,119607,314.07251349,314.4,0,22,0,462,1,94.6,314.07251349
-1.5,0,0,4,0,9,8,1,135413535,354.16516782,354.36,0,25,1,528,1,167,354.16516782
-2.3,0,0,2,0,2,3,0,6287,117.078978594,117.15,0,8,1,90.4,1,63.3,117.078978594
2.8,0,0,1,0,5,2,0,3121,144.115029749,144.21,0,10,0,93.4,1,37.3,144.115029749
4.4,0,0,2,0,10,6,0,60846,435.22703980,435.5,0,32,1,608,1,112,435.22703980
-2.6,0,0,19,0,13,26,0,14969,1447.4301997,1449.2,0,101,18,2960,1,530,1447.4301997
4.9,0,0,1,0,6,7,0,3081361,474.10667,475.4,0,30,0,539,1,59.5,474.10667
2.5,0,0,1,0,8,8,0,135400189,488.22057470,488.6,0,34,0,854,1,118,488.22057470
0.8,0,0,1,0,0,3,2,170361,211.110947427,211.26,0,16,0,254,1,37.8,211.110947427
6.5,0,0,0,1,6,5,0,39765,557.43183330,557.8,0,40,10,958,1,55.8,557.43183330
0.5,0,0,3,0,2,3,0,11960529,244.13241115,244.29,0,18,1,348,1,83.8,244.13241115
N/A,0,0,0,2,0,0,0,32051,63.929142,65.4,0,1,0,0,1,0,63.929142
6.2,0,0,4,0,13,10,0,67683363,882.40646071,883.0,0,65,6,1690,1,193,882.40646071
5,0,0,2,0,7,7,0,42611257,489.0725466,489.9,0,33,0,790,1,100,489.0725466
8.2,0,0,3,0,12,11,0,49846579,867.3180958,868.4,0,61,0,1640,1,183,867.3180958
2.9,0,0,1,0,5,3,1,5656,277.204179104,277.4,0,20,0,279,1,32.7,277.204179104
3.8,0,0,0,0,13,6,1,2520,454.28315770,454.6,0,33,0,606,1,64,454.28315770
1.5,0,0,3,0,5,10,0,54674461,426.13642811,426.4,0,31,0,622,1,147,426.13642811
2.9,0,0,1,0,7,5,0,9930049,349.22530847,349.5,0,25,3,394,1,51.2,349.22530847
-1.1,0,0,4,0,2,8,0,21704,267.09675391,267.24,0,19,4,335,1,140,267.09675391
-2.2,0,0,2,0,4,3,1,5665,129.078978594,129.16,0,9,0,112,1,63.3,129.078978594
3.8,0,0,4,0,16,6,0,10184665,485.1735785,486.4,0,32,1,466,1,91.2,485.1735785
4,0,0,2,0,7,5,0,6918314,441.21647512,441.5,0,33,0,729,1,102,441.21647512
0.9,0,0,2,0,3,4,2,6918537,303.19467705,303.4,0,22,1,523,1,76.4,303.19467705
1.5,0,0,1,0,5,4,1,5666,237.13649347,237.29,0,17,0,213,1,39.7,237.13649347
3.7,0,0,3,0,10,12,0,13342,810.42037944,811.0,0,59,9,1700,1,154,810.42037944
3,0,0,0,0,1,2,0,71203,294.173213330,294.4,0,22,2,492,1,25.2,294.173213330
2.9,0,0,1,0,3,4,0,15376,354.19434270,354.4,0,26,3,598,1,54.7,354.19434270
2.8,0,0,3,0,10,12,0,5978,824.39964400,825.0,0,60,9,1750,1,171,824.39964400
2.7,0,0,5,0,7,10,0,40839,753.41014911,753.9,0,55,9,1570,1,165,753.41014911
4.4,0,0,2,0,10,13,0,10629256,816.39097102,816.9,0,59,9,1720,1,134,816.39097102
3.6,0,0,2,0,10,11,0,5311497,778.39416469,778.9,0,57,8,1690,1,134,778.39416469
4.1,0,0,0,0,4,3,0,443955,350.199428076,350.5,0,26,2,617,1,34.5,350.199428076
3.8,0,0,1,0,4,4,0,24776445,420.0102189,421.3,0,27,0,625,1,84.5,420.0102189
7.9,0,0,5,0,16,12,0,6918486,1213.84136802,1214.6,1,86,12,2380,1,279,1213.84136802
-9.1,0,0,44,0,156,162,0,121494123,7162.0395398,7165,0,456,70,20400,1,2960,7160.0328301
1.5,0,0,1,0,5,8,0,71616,349.11504457,349.31,0,25,2,448,1,76.7,349.11504457
4.2,0,0,1,0,3,3,0,9966051,298.15036988,298.4,0,21,0,316,1,40.6,298.15036988
5.9,0,0,3,0,9,15,0,89921642,868.34526108,868.9,0,60,8,1780,1,204,868.34526108
2.7,0,0,1,0,4,4,1,54678486,308.10485899,308.3,0,23,0,501,1,63.6,308.10485899
-0.6,0,0,4,0,8,6,1,155774,339.17942091,339.39,0,24,0,358,1,103,339.17942091
N/A,0,1,0,0,0,0,0,66376,132.90591,132.90591,0,1,0,0,1,0,132.90591
2.9,0,0,3,0,3,5,0,26618,354.0441058,354.8,0,23,0,526,1,118,354.0441058
3.2,0,0,1,0,3,1,0,5709,244.193948774,244.37,0,18,0,302,1,24.4,244.193948774
2.9,0,0,2,0,2,4,0,8969,354.19434270,354.4,0,26,5,555,1,65.6,354.19434270
N/A,0,1,0,0,0,0,0,104760,89.907142,89.907142,0,1,0,0,1,0,89.907142
5.5,0,0,2,0,9,6,0,5717,575.20900695,575.7,0,41,0,1010,1,124,575.20900695
-1.3,0,0,2,0,2,3,0,24066,211.09569129,211.22,0,15,2,327,1,88.2,211.09569129
1,0,0,0,0,3,4,0,5719,305.12766012,305.33,0,23,0,487,1,74.3,305.12766012
-3.2,0,0,7,0,6,8,0,60855,332.13319899,332.31,0,23,5,518,1,201,332.13319899
3.5,0,0,2,0,6,5,0,135565884,471.22703980,471.5,0,35,1,756,1,102,471.22703980
-14,0,0,42,0,40,46,0,16135415,2638.1016905,2639.2,0,177,22,5480,1,1310,2637.0983357
0,0,0,2,0,3,6,0,35370,267.09675391,267.24,0,19,3,484,1,93.2,267.09675391
N/A,0,0,0,0,0,0,0,23994,63.929142,65.4,0,1,0,0,1,0,63.929142
N/A,0,0,0,0,0,3,0,19005,123.913886,125.4,0,5,0,18.8,2,63.2,123.913886
4,0,0,1,0,4,5,0,60854,412.1124602,412.9,0,28,0,573,1,76.7,412.1124602
-4.3,0,0,5,0,4,8,0,68740,271.99632466,272.09,0,16,0,327,1,153,271.99632466
2.2,0,0,2,0,5,3,0,60857,287.16337692,287.36,0,21,1,375,1,57.4,287.16337692
2.5,0,0,0,0,3,2,0,5732,307.168462302,307.4,0,23,0,417,1,37.6,307.168462302
2.8,0,0,1,0,4,3,0,5733,291.0662210,291.73,0,20,0,379,1,59.3,291.0662210
0.2,0,0,1,0,2,5,0,5734,212.02556330,212.23,0,14,0,298,1,94.6,212.02556330
0.5,0,0,0,0,3,7,1,5735,388.1050661,388.8,0,27,0,573,1,91.8,388.1050661
4.8,0,0,0,0,4,3,0,5736,331.0797631,331.9,0,22,0,401,1,37.8,331.0797631
4.3,0,0,1,0,5,4,0,5311507,400.1376123,401.0,1,27,0,509,1,52,400.1376123
